idspecies,ecofunct_group,sourceid
52615,Phytophagous,17500
52616,Phytophagous,7272
52617,Phytophagous,7272
52618,Phytophagous,7272
52619,Phytophagous,7272
52620,Phytophagous,7272
52621,Phytophagous,7272
52622,Phytophagous,7272
52623,Phytophagous,17500
52624,Phytophagous,7272
52625,Phytophagous,7272
52626,Phytophagous,17500
52627,Phytophagous,17500
52628,Phytophagous,7272
52629,Phytophagous,7272
52630,Parasite,7272
52631,Parasite,7272
52632,Phytophagous,7272
52633,Phytophagous,17500
52634,Phytophagous,17500
52635,Phytophagous,7272
52636,Phytophagous,7272
52637,Phytophagous,7272
52638,Phytophagous,7272
52640,Phytophagous,7272
52641,Phytophagous,7272
52642,Phytophagous,17500
52643,Phytophagous,17500
52645,Phytophagous,7272
52646,Phytophagous,17500
52647,Phytophagous,7272
52648,Phytophagous,7272
52649,Phytophagous,17500
52650,Phytophagous,7272
52651,Phytophagous,7272
52652,Phytophagous,17500
52653,Phytophagous,7272
52654,Phytophagous,7272
52655,Phytophagous,7272
52656,Phytophagous,7272
52657,Phytophagous,7272
52658,Phytophagous,17500
52659,Phytophagous,17500
52660,Phytophagous,7272
52661,Phytophagous,17500
52662,Phytophagous,7272
52663,Phytophagous,7272
52664,Phytophagous,7272
52665,Phytophagous,7272
52666,Phytophagous,7272
52667,Phytophagous,17500
52668,Phytophagous,17500
52669,Phytophagous,17500
52670,Phytophagous,7272
52671,Phytophagous,7272
52672,Phytophagous,7272
52673,Phytophagous,7272
52674,Phytophagous,7272
52675,Phytophagous,7272
52676,Phytophagous,7272
52677,Phytophagous,7272
52678,Phytophagous,7272
52679,Phytophagous,7272
52680,Phytophagous,7272
52681,Phytophagous,7272
52682,Phytophagous,7272
52683,Phytophagous,7272
52684,Phytophagous,7272
52685,Phytophagous,7272
52686,Phytophagous,17500
52687,Phytophagous,7272
52688,Phytophagous,7272
52689,Phytophagous,17500
52690,Phytophagous,17500
52691,Phytophagous,17500
52692,Phytophagous,7272
52693,Phytophagous,7272
52694,Phytophagous,7272
52695,Phytophagous,7272
52696,Phytophagous,7272
52697,Phytophagous,7272
52698,Phytophagous,7272
52699,Phytophagous,7272
52700,Parasite,7272
52701,Phytophagous,17500
52702,Phytophagous,7272
52703,Detritovorous,7272
52704,Phytophagous,7272
52705,Detritovorous,17500
52706,Phytophagous,7272
52707,Parasite,7272
52708,Parasite,17500
52709,Phytophagous,7272
52710,Parasite,17500
52711,Parasite,7272
52712,Phytophagous,7272
52713,Phytophagous,7272
52714,Phytophagous,7272
52715,Phytophagous,7272
52716,Phytophagous,7272
52717,Phytophagous,7272
52718,Parasite,7272
52719,Detritovorous,7272
52720,Detritovorous,7272
52721,Parasite,7272
52722,Parasite,7272
52723,Phytophagous,7272
52724,Parasite,7272
52725,Parasite,7272
52726,Parasite,7272
52727,Phytophagous,17500
52728,Detritovorous,7272
52729,Detritovorous,7272
52730,Parasite,7272
52731,Phytophagous,17500
52732,Detritovorous,17500
52733,Parasite,17500
52735,Parasite,7272
52736,Phytophagous,7272
52737,Phytophagous,7272
52738,Phytophagous,17500
52739,Detritovorous,17500
52740,Detritovorous,7272
52741,Parasite,7272
52742,Other,7272
52743,Detritovorous,7272
52744,Detritovorous,7272
52745,Phytophagous,17500
52746,Phytophagous,17500
52747,Phytophagous,17500
52748,Phytophagous,17500
52749,Phytophagous,7272
52750,Phytophagous,17500
52751,Phytophagous,7272
52752,Phytophagous,17500
52753,Phytophagous,7272
52754,Phytophagous,7272
52755,Phytophagous,17500
52756,Detritovorous,17500
52757,Detritovorous,17500
52760,Phytophagous,7272
52761,Phytophagous,7272
52762,Parasite,17500
52763,Phytophagous,7272
52764,Phytophagous,17500
52765,Phytophagous,17500
52766,Phytophagous,7272
52767,Parasite,7272
52768,Parasite,17500
52769,Phytophagous,7272
52770,Phytophagous,17500
52771,Parasite,7272
52772,Phytophagous,17500
52774,Detritovorous,7272
52777,Detritovorous,7272
52778,Phytophagous,7272
52779,Parasite,7272
52780,Phytophagous,7272
52781,Phytophagous,7272
52782,Phytophagous,7272
52783,Phytophagous,17500
52784,Phytophagous,7272
52785,Phytophagous,7272
52786,Detritovorous,17500
52787,Detritovorous,17500
52788,Detritovorous,7272
52789,Phytophagous,17500
52791,Phytophagous,7272
52794,Parasite,17500
52795,Phytophagous,17500
52796,Detritovorous,7272
52797,Detritovorous,17500
52799,Detritovorous,17500
52800,Detritovorous,17500
52801,Detritovorous,17500
52802,Detritovorous,17500
52803,Detritovorous,7272
52804,Detritovorous,7272
52805,Detritovorous,17500
52806,Detritovorous,17500
52807,Detritovorous,17500
52808,Detritovorous,17500
52810,Detritovorous,7272
52812,Phytophagous,7272
52813,Phytophagous,7272
52814,Phytophagous,7272
52815,Parasite,17500
52816,Detritovorous,7272
52817,Parasite,17500
52818,Omnivorous,7069
52819,Phytophagous,7590
52820,Omnivorous,7526
52821,Phytophagous,7526
52822,Phytophagous,7456
52823,Phytophagous,7456
52824,Phytophagous,7456
52825,Phytophagous,15387
52826,Phytophagous,7015
52827,Phytophagous,7405
52828,Phytophagous,7456
52829,Phytophagous,7542
52830,Phytophagous,7263
52831,Phytophagous,15458
52832,Phytophagous,7444
52833,Phytophagous,7263
52834,Phytophagous,7456
52835,Phytophagous,7525
52836,Predator,15458
52837,Omnivorous,7580
52838,Phytophagous,7456
52839,Phytophagous,7525
52840,Predator,7199
52841,Phytophagous,7456
52842,Predator,15458
52843,Predator,15492
52844,Predator,7456
52845,Phytophagous,15537
52846,Phytophagous,17500
52847,Predator,15536
52848,Phytophagous,17500
52849,Omnivorous,17500
52850,Predator,7510
52851,Omnivorous,17500
52852,Phytophagous,7444
52853,Phytophagous,7456
52854,Predator,15474
52855,Predator,7192
52856,Phytophagous,7444
52857,Phytophagous,15298
52858,Phytophagous,15416
52859,Phytophagous,7456
52860,Phytophagous,7582
52861,Phytophagous,15527
52862,Phytophagous,7540
52863,Phytophagous,7540
52864,Omnivorous,15458
52865,Omnivorous,7525
52866,Phytophagous,7456
52867,Omnivorous,17500
52868,Phytophagous,15416
52869,Omnivorous,7290
52870,Phytophagous,7525
52871,Omnivorous,7525
52872,Phytophagous,7323
52873,Omnivorous,7525
52875,Phytophagous,15416
52876,Phytophagous,7444
52877,Phytophagous,17500
52879,Predator,7570
52880,Predator,17500
52881,Omnivorous,15482
52882,Omnivorous,
52883,Omnivorous,7263
52884,Phytophagous,7397
52886,Phytophagous,7263
52887,Omnivorous,7456
52888,Phytophagous,7456
52889,Omnivorous,15416
52890,Phytophagous,7525
52891,Omnivorous,15458
52892,Omnivorous,7263
52893,Phytophagous,7525
52894,Omnivorous,7444
52895,Omnivorous,7525
52896,Predator,16224
52897,Phytophagous,7526
52898,Phytophagous,7069
52899,Omnivorous,17500
52900,Phytophagous,7510
52901,Phytophagous,7341
52902,Omnivorous,7456
52903,Predator,7526
52904,Phytophagous,7594
52905,Phytophagous,15416
52906,Omnivorous,7263
52907,Omnivorous,7263
52908,Phytophagous,17500
52909,Phytophagous,17500
52910,Phytophagous,7272
52911,Phytophagous,17500
52912,Phytophagous,17500
52913,Phytophagous,17500
52914,Phytophagous,17500
52915,Phytophagous,17500
52916,Phytophagous,17500
52920,Detritovorous,17500
52921,Detritovorous,7272
52922,Parasite,17500
52923,Parasite,7272
52924,Detritovorous,7272
52925,Detritovorous,7272
52926,Detritovorous,7272
52927,Detritovorous,7272
52928,Parasite,7272
52929,Detritovorous,7272
52930,Parasite,7272
52931,Other,7272
52932,Parasite,7272
52933,Other,7272
52934,Phytophagous,7272
52935,Phytophagous,17500
52936,Phytophagous,7272
52937,Phytophagous,7272
52938,Phytophagous,7272
52939,Phytophagous,7272
52940,Phytophagous,7272
52941,Phytophagous,7272
52942,Detritovorous,7272
52943,Detritovorous,7272
52944,Detritovorous,7272
52945,Parasite,7272
52946,Parasite,7272
52947,Parasite,7272
52948,Parasite,7272
52949,Parasite,7272
52950,Detritovorous,17500
52951,Parasite,7272
52952,Parasite,7272
52953,Parasite,7272
52954,Phytophagous,17500
52955,Phytophagous,7272
52956,Detritovorous,7272
52957,Phytophagous,17500
52958,Phytophagous,7272
52959,Phytophagous,17500
52960,Phytophagous,7272
52961,Phytophagous,7272
52962,Phytophagous,7272
52964,Phytophagous,7272
52965,Phytophagous,7272
52966,Phytophagous,17500
52967,Phytophagous,7272
52968,Phytophagous,7272
52969,Phytophagous,7272
52970,Phytophagous,17500
52971,Phytophagous,17500
52972,Phytophagous,7272
52973,Phytophagous,7272
52974,Phytophagous,7272
52975,Phytophagous,7272
52976,Parasite,7272
52977,Phytophagous,7272
52978,Phytophagous,7272
52979,Phytophagous,7272
52980,Parasite,7272
52981,Detritovorous,7272
52982,Phytophagous,7272
52983,Parasite,7272
52987,Parasite,17500
52988,Phytophagous,17500
52989,Phytophagous,7272
52990,Phytophagous,7272
52991,Phytophagous,7272
52992,Phytophagous,7272
52993,Phytophagous,7272
52994,Phytophagous,7272
52995,Parasite,7272
52996,Phytophagous,7272
52997,Parasite,7272
52998,Parasite,7272
53000,Detritovorous,7272
53001,Detritovorous,7272
53002,Detritovorous,7272
53003,Phytophagous,7272
53004,Phytophagous,17500
53005,Phytophagous,17500
53006,Parasite,17500
53007,Phytophagous,17500
53008,Parasite,7272
53009,Detritovorous,7272
53010,Parasite,17500
53011,Phytophagous,7272
53012,Phytophagous,7272
53013,Phytophagous,17500
53014,Phytophagous,17500
53015,Parasite,7272
53016,Phytophagous,7272
53017,Phytophagous,7272
53018,Parasite,7272
53019,Parasite,7272
53020,Detritovorous,7272
53021,Phytophagous,7272
53022,Phytophagous,17500
53023,Phytophagous,7272
53025,Phytophagous,7272
53026,Phytophagous,7272
53027,Phytophagous,17500
53028,Phytophagous,17500
53030,Phytophagous,7272
53031,Phytophagous,7272
53032,Phytophagous,7272
53033,Phytophagous,7272
53034,Parasite,17500
53035,Parasite,17500
53037,Parasite,17500
53038,Parasite,17500
53039,Parasite,7272
53040,Parasite,17500
53041,Phytophagous,7272
53042,Phytophagous,7272
53043,Parasite,17500
53044,Phytophagous,17500
53045,Parasite,17500
53046,Parasite,17500
53047,Phytophagous,7272
53048,Phytophagous,7272
53049,Phytophagous,7272
53050,Parasite,7272
53051,Other,7272
53052,Phytophagous,7272
53053,Phytophagous,7272
53054,Phytophagous,7272
53055,Phytophagous,7272
53056,Parasite,17500
53057,Parasite,17500
53058,Parasite,17500
53059,Parasite,17500
53060,Phytophagous,7272
53061,Phytophagous,7272
53062,Parasite,7272
53063,Phytophagous,7272
53064,Phytophagous,7272
53065,Phytophagous,17500
53066,Phytophagous,7272
53067,Phytophagous,7272
53068,Detritovorous,7272
53069,Detritovorous,7272
53070,Detritovorous,7272
53071,Phytophagous,17500
53072,Detritovorous,17500
53073,Phytophagous,7272
53074,Phytophagous,7272
53075,Phytophagous,7272
53076,Phytophagous,7272
53077,Phytophagous,7272
53078,Parasite,7272
53079,Parasite,7272
53080,Parasite,7272
53081,Parasite,17500
53082,Detritovorous,7272
53083,Parasite,7272
53084,Parasite,7272
53085,Phytophagous,7272
53086,Parasite,7272
53087,Phytophagous,17500
53088,Phytophagous,7272
53089,Phytophagous,7272
53090,Phytophagous,7272
53091,Phytophagous,17500
53092,Phytophagous,17500
53093,Phytophagous,17500
53094,Parasite,17500
53095,Phytophagous,17500
53097,Parasite,7272
53099,Parasite,17500
53100,Parasite,17500
53101,Parasite,7272
53102,Parasite,17500
53104,Phytophagous,17500
53106,Phytophagous,7272
53107,Phytophagous,7272
53108,Phytophagous,7272
53109,Phytophagous,7272
53110,Parasite,7272
53111,Phytophagous,7272
53112,Detritovorous,7272
53113,Phytophagous,7272
53114,Phytophagous,17500
53115,Detritovorous,7272
53117,Phytophagous,7272
53118,Phytophagous,7272
53119,Detritovorous,7272
53120,Detritovorous,7272
53121,Detritovorous,7272
53122,Detritovorous,7272
53123,Phytophagous,7272
53124,Parasite,7272
53125,Phytophagous,7272
53126,Detritovorous,7272
53127,Parasite,7272
53128,Parasite,7272
53129,Detritovorous,7272
53130,Parasite,7272
53131,Phytophagous,7272
53132,Parasite,7272
53133,Detritovorous,7272
53134,Parasite,7272
53135,Parasite,17500
53138,Phytophagous,17500
53139,Phytophagous,7272
53140,Parasite,17500
53141,Phytophagous,7272
53142,Parasite,7272
53143,Phytophagous,7272
53144,Parasite,7272
53145,Parasite,7272
53146,Parasite,7272
53147,Phytophagous,17500
53148,Parasite,7272
53149,Parasite,7272
53150,Phytophagous,7272
53151,Phytophagous,7272
53152,Phytophagous,7272
53153,Phytophagous,17500
53154,Parasite,7272
53155,Phytophagous,7272
53156,Phytophagous,7272
53157,Phytophagous,7272
53158,Phytophagous,7272
53159,Phytophagous,17500
53160,Phytophagous,7272
53161,Phytophagous,17500
53162,Phytophagous,7272
53163,Phytophagous,7272
53164,Phytophagous,7272
53165,Phytophagous,7272
53166,Phytophagous,7272
53167,Parasite,7272
53168,Detritovorous,7272
53169,Detritovorous,7272
53170,Detritovorous,7272
53171,Parasite,7272
53172,Parasite,7272
53173,Parasite,7272
53174,Phytophagous,17500
53175,Phytophagous,7272
53176,Phytophagous,7272
53177,Phytophagous,7272
53178,Phytophagous,7272
53179,Parasite,17500
53180,Phytophagous,7272
53181,Phytophagous,7272
53182,Phytophagous,7272
53183,Phytophagous,7272
53184,Phytophagous,7272
53185,Phytophagous,7272
53186,Parasite,7272
53187,Phytophagous,7272
53188,Phytophagous,7272
53189,Parasite,7272
53190,Phytophagous,7272
53192,Phytophagous,7272
53193,Zooplankton,17500
53194,Predaceous fish,17500
53196,Predaceous fish,17500
53197,Predaceous fish,17500
53198,Macroalgae,17500
53199,Macroalgae,17500
53200,Parasite,17500
53201,Zoobenthos,17500
53202,Zoobenthos,17500
53203,Zoobenthos,17500
53204,Zoobenthos,17500
53205,Zoobenthos,17500
53206,Macroalgae,17500
53207,Zoobenthos,17500
53208,Phytoplankton,17500
53209,Phytoplankton,17500
53210,Phytoplankton,17500
53211,Zoobenthos,17500
53213,Zooplankton,17500
53214,Predaceous fish,17500
53215,Zoobenthos,17500
53216,Zoobenthos,17500
53217,Zoobenthos,17500
53218,Macroalgae,17500
53219,Macroalgae,17500
53220,Macroalgae,17500
53221,Zoobenthos,17500
53222,Zoobenthos,17500
53223,Macroalgae,17500
53224,Macroalgae,17500
53225,Zoobenthos,17500
53226,Phytoplankton,17500
53227,Zooplankton,17500
53228,Zoobenthos,17500
53229,Zoobenthos,17500
53230,Zoobenthos,17500
53231,Zoobenthos,17500
53232,Zoobenthos,17500
53235,Zoobenthos,17500
53236,Zoobenthos,17500
53237,Zoobenthos,17500
53238,Zoobenthos,17500
53239,Benthophagous fish,17500
53243,Zoobenthos,17500
53244,Zoobenthos,17500
53249,Predaceous fish,17500
53250,Predaceous fish,17500
53252,Macroalgae,17500
53253,Macroalgae,17500
53254,Macroalgae,17500
53258,Zooplankton,17500
53259,Phytoplankton,17500
53260,Phytoplankton,17500
53261,Macroalgae,17500
53262,Phytoplankton,17500
53263,Phytoplankton,17500
53264,Phytoplankton,17500
53265,Zoobenthos,17500
53266,Zoobenthos,17500
53268,Zoobenthos,17500
53269,Macroalgae,17500
53271,Zoobenthos,17500
53272,Zoobenthos,17500
53273,Zoobenthos,17500
53275,Macroalgae,17500
53276,Macroalgae,17500
53278,Zoobenthos,17500
53279,Zoobenthos,17500
53280,Zoobenthos,17500
53281,Zoobenthos,17500
53284,Predaceous fish,17500
53285,Predaceous fish,17500
53286,Zoobenthos,17500
53287,Phytoplankton,17500
53289,Zooplankton,17500
53290,Zoobenthos,17500
53291,Zoobenthos,17500
53292,Zoobenthos,17500
53294,Macroalgae,17500
53295,Zoobenthos,17500
53296,Macroalgae,17500
53297,Zoobenthos,17500
53298,Zoobenthos,17500
53299,Zooplankton,17500
53300,Zoobenthos,17500
53301,Zoobenthos,17500
53302,Zoobenthos,17500
53303,Zoobenthos,17500
53304,Zoobenthos,17500
53305,Zoobenthos,17500
53307,Zoobenthos,17500
53308,Zoobenthos,17500
53310,Macroalgae,17500
53312,Phytoplankton,17500
53314,Zoobenthos,17500
53316,Zooplankton,17500
53317,Zooplankton,17500
53318,Macroalgae,17500
53320,Phytoplankton,17500
53323,Zoobenthos,17500
53325,Zoobenthos,17500
53326,Zoobenthos,17500
53327,Macroalgae,17500
53328,Macroalgae,17500
53329,Macroalgae,17500
53330,Macroalgae,17500
53331,Macroalgae,17500
53332,Phytoplankton,17500
53333,Phytoplankton,17500
53334,Macroalgae,17500
53335,Zoobenthos,17500
53336,Predaceous fish,17500
53338,Zoobenthos,17500
53339,Zoobenthos,17500
53341,Parasite,17500
53342,Parasite,17500
53344,Zoobenthos,17500
53345,Zooplankton,17500
53346,Phytoplankton,17500
53348,Zoobenthos,17500
53349,Predaceous fish,17500
53350,Zoobenthos,17500
53353,Zoobenthos,17500
53354,Zoobenthos,17500
53355,Zoobenthos,17500
53357,Macroalgae,17500
53358,Macroalgae,17500
53359,Macroalgae,17500
53363,Predaceous fish,17500
53364,Predaceous fish,17500
53365,Predaceous fish,17500
53368,Zooplankton,17500
53369,Zoobenthos,17500
53370,Macroalgae,17500
53372,Macroalgae,17500
53373,Zoobenthos,17500
53374,Zooplankton,17500
53375,Zoobenthos,17500
53376,Parasite,17500
53378,Zoobenthos,17500
53379,Zoobenthos,17500
53382,Zoobenthos,17500
53383,Zoobenthos,17500
53387,Predaceous fish,17500
53388,Predaceous fish,17500
53390,Zooplankton,17500
53391,Predaceous fish,17500
53396,Zoobenthos,17500
53397,Zoobenthos,17500
53398,Benthophagous fish,17500
53399,Zoobenthos,17500
53400,Phytoplankton,17500
53401,Zoobenthos,17500
53402,Zoobenthos,17500
53403,Zoobenthos,17500
53405,Predaceous fish,17500
53406,Predaceous fish,17500
53407,Zoobenthos,17500
53408,Zoobenthos,17500
53409,Zoobenthos,17500
53410,Predaceous fish,17500
53411,Zoobenthos,17500
53412,Zoobenthos,17500
53413,Zoobenthos,17500
53415,Zoobenthos,17500
53416,Zoobenthos,17500
53418,Zoobenthos,17500
53420,Zoobenthos,17500
53421,Parasite,17500
53422,Parasite,17500
53425,Zoobenthos,17500
53426,Zoobenthos,17500
53427,Zoobenthos,17500
53429,Zoobenthos,17500
53430,Zoobenthos,17500
53432,Zoobenthos,17500
53433,Parasite,17500
53434,Zoobenthos,17500
53436,Macroalgae,17500
53437,Macroalgae,17500
53438,Phytoplankton,17500
53439,Predaceous fish,17500
53441,Zoobenthos,17500
53442,Zoobenthos,17500
53443,Macroalgae,17500
53444,Zoobenthos,17500
53445,Macroalgae,17500
53446,Macroalgae,17500
53448,Zoobenthos,17500
53450,Macroalgae,17500
53451,Zoobenthos,17500
53452,Zoobenthos,17500
53454,Zoobenthos,17500
53455,Predaceous fish,17500
53457,Zoobenthos,17500
53458,Zoobenthos,17500
53459,Zoobenthos,17500
53464,Zoobenthos,17500
53465,Zoobenthos,17500
53467,Predaceous fish,17500
53468,Predaceous fish,17500
53469,Predaceous fish,17500
53470,Predaceous fish,17500
53471,Predaceous fish,17500
53472,Macroalgae,17500
53483,Macroalgae,17500
53484,Zoobenthos,17500
53485,Macroalgae,17500
53486,Zoobenthos,17500
53488,Macroalgae,17500
53489,Zoobenthos,17500
53491,Macroalgae,17500
53492,Macroalgae,17500
53493,Zoobenthos,17500
53494,Zoobenthos,17500
53495,Zoobenthos,17500
53498,Phytoplankton,17500
53499,Phytoplankton,17500
53500,Phytoplankton,17500
53504,Macroalgae,17500
53505,Predaceous fish,17500
53506,Predaceous fish,17500
53508,Zoobenthos,17500
53510,Zoobenthos,17500
53513,Predaceous fish,17500
53514,Zoobenthos,17500
53515,Zoobenthos,17500
53595,Phytoplankton,17500
53601,Phytoplankton,17500
53604,Phytoplankton,17500
53605,Phytoplankton,17500
53614,Phytoplankton,17500
53615,Phytoplankton,17500
53616,Phytoplankton,17500
53617,Phytoplankton,17500
53619,Phytoplankton,17500
53621,Phytoplankton,17500
53622,Phytoplankton,17500
53625,Terrestrial plant,17500
53633,Zoobenthos,17500
53637,Zoobenthos,17500
53638,Zooplankton,17500
53640,Predaceous fish,17500
53641,Predaceous fish,17500
53645,Zoobenthos,17500
53650,Zoobenthos,17500
53658,Zooplankton,17500
53659,Zooplankton,17500
53661,Zooplankton,17500
53662,Zooplankton,17500
53663,Zooplankton,17500
53664,Zooplankton,17500
53667,Zooplankton,17500
53668,Zooplankton,17500
53669,Zooplankton,17500
53670,Zooplankton,17500
53675,Zooplankton,17500
53676,Zooplankton,17500
53677,Zooplankton,17500
53689,Zooplankton,17500
53690,Zooplankton,17500
53692,Zooplankton,17500
53693,Zooplankton,17500
53694,Zoobenthos,17500
53697,Zoobenthos,17500
53699,Zoobenthos,17500
53701,Zoobenthos,17500
53703,Zoobenthos,17500
53706,Zoobenthos,17500
53707,Zoobenthos,17500
53710,Zoobenthos,17500
53711,Zoobenthos,17500
53715,Zoobenthos,17500
53720,Zoobenthos,17500
53721,Zoobenthos,17500
53722,Zoobenthos,17500
53730,Zoobenthos,17500
53735,Zoobenthos,17500
53736,Zoobenthos,17500
53742,Predaceous fish,17500
53744,Predaceous fish,17500
53746,Predaceous fish,17500
53748,Predaceous fish,17500
53749,Predaceous fish,17500
53752,Predaceous fish,17500
53754,Predaceous fish,17500
53755,Predaceous fish,17500
53757,Predaceous fish,17500
53758,Predaceous fish,17500
53759,Predaceous fish,17500
53762,Predaceous fish,17500
53765,Predaceous fish,17500
53766,Predaceous fish,17500
54465,Terrestrial plant,17500
54466,Terrestrial plant,17500
54679,Macroalgae,17500
100001,Zoobenthos,10851
100002,Predaceous fish,10852
100003,Benthophagous fish,10852
100004,Zoobenthos,10854
100005,Zoobenthos,10851
100006,Zooplankton,10853
100007,Zooplankton,10851
100010,Macroalgae,10851
100013,Predaceous fish,10852
100014,Predaceous fish,10852
100017,Parasite,10853
100020,Macroalgae,10851
100021,Macroalgae,10851
100022,Zoobenthos,10850
100023,Zoobenthos,10853
100024,Phytoplankton,10851
100025,Zoobenthos,10851
100027,Parasite,10853
100028,Zoobenthos,10853
100030,Macroalgae,10851
100032,Macroalgae,10851
100035,Benthophagous fish,10852
100036,Phytoplankton,10853
100042,Zoobenthos,10851
100043,Zoobenthos,10853
100044,Zoobenthos,10853
100045,Zoobenthos,10851
100046,Parasite,10855
100051,Zoobenthos,10853
100053,Zoobenthos,10851
100054,Zoobenthos,10853
100055,Predaceous fish,10852
100057,Zoobenthos,10853
100059,Zoobenthos,10851
100061,Zoobenthos,10853
100062,Macroalgae,10851
100068,Benthophagous fish,10852
100072,Zoobenthos,10851
100073,Benthophagous fish,10852
100076,Zoobenthos,10853
100079,Predaceous fish,10852
100081,Zoobenthos,10851
100083,Zoobenthos,10851
100084,Zoobenthos,10853
100085,Zoobenthos,10851
100087,Benthophagous fish,10852
100089,Zoobenthos,10851
100090,Macroalgae,10851
100091,Macroalgae,10851
100092,Macroalgae,10851
100093,Macroalgae,10851
100094,Zooplankton,10853
100097,Zoobenthos,10851
100098,Zoobenthos,10853
100103,Zoobenthos,10851
100105,Zoobenthos,10851
100107,Predaceous fish,10852
100108,Predaceous fish,10852
100109,Zoobenthos,10853
100110,Zoobenthos,10853
100111,Predaceous fish,10852
100117,Zoobenthos,10855
100121,Zoobenthos,10854
100122,Zoobenthos,10853
100124,Macroalgae,10851
100128,Zoobenthos,10853
100129,Zooplankton,10851
100130,Zooplankton,10851
100132,Zoobenthos,10853
100134,Zoobenthos,10853
100135,Zoobenthos,10851
100137,Zoobenthos,10851
100138,Zoobenthos,10851
100139,Zooplankton,10851
100141,Zooplankton,10853
100142,Zooplankton,10853
100143,Zoobenthos,10851
100144,Zoobenthos,10851
100146,Zoobenthos,10851
100148,Benthophagous fish,10852
100149,Zoobenthos,10851
100150,Zoobenthos,10853
100152,Zoobenthos,10853
100154,Zoobenthos,10851
100155,Predaceous fish,10852
100156,Predaceous fish,10852
100158,Zoobenthos,10853
100160,Predaceous fish,10852
100161,Predaceous fish,10852
100163,Macroalgae,10851
100165,Macroalgae,10851
100166,Macroalgae,10851
100167,Zoobenthos,10853
100168,Zoobenthos,10853
100169,Zoobenthos,10853
100170,Zoobenthos,10853
100171,Macroalgae,10851
100172,Zoobenthos,10851
100176,Zoobenthos,10851
100177,Zoobenthos,10853
100178,Zoobenthos,10851
100179,Zoobenthos,10851
100180,Zoobenthos,10851
100181,Zoobenthos,10851
100182,Zoobenthos,10853
100187,Zoobenthos,10851
100188,Zoobenthos,10851
100189,Zoobenthos,10851
100191,Zoobenthos,10851
100192,Zoobenthos,10851
100197,Zoobenthos,10851
100198,Predaceous fish,10852
100200,Predaceous fish,10852
100202,Zoobenthos,10851
100203,Zoobenthos,10851
100204,Macroalgae,10856
100205,Macroalgae,10851
100206,Macroalgae,10851
100207,Macroalgae,10851
100208,Macroalgae,10851
100210,Macroalgae,10851
100211,Zoobenthos,10853
100212,Zoobenthos,10853
100213,Zoobenthos,10853
100214,Zoobenthos,10853
100215,Macroalgae,10851
100216,Predaceous fish,10852
100218,Zoobenthos,10853
100219,Zoobenthos,10853
100220,Macroalgae,10851
100224,Zoobenthos,10853
100225,Predaceous fish,10852
100226,Zoobenthos,10851
100232,Macroalgae,10851
100236,Zoobenthos,10851
100237,Zoobenthos,10851
100242,Predaceous fish,10852
100243,Predaceous fish,10852
100244,Predaceous fish,10852
100250,Zooplankton,10853
100254,Zoobenthos,10851
100255,Predaceous fish,10852
100258,Zoobenthos,10853
100266,Predaceous fish,10852
100267,Zoobenthos,10851
100270,Zoobenthos,10853
100272,Zoobenthos,10851
100273,Zoobenthos,10853
100274,Zooplankton,10851
100275,Zooplankton,10851
100276,Zoobenthos,10853
100277,Zoobenthos,10853
100278,Zoobenthos,10851
100279,Predaceous fish,10852
100282,Parasite,10851
100284,Zoobenthos,10853
100285,Zooplankton,10851
100286,Zooplankton,10851
100287,Zooplankton,10851
100288,Zooplankton,10851
100290,Macroalgae,10851
100291,Macroalgae,10857
100293,Zoobenthos,10851
100294,Zoobenthos,10853
100295,Macroalgae,10851
100296,Macroalgae,10853
100300,Zoobenthos,10851
100302,Predaceous fish,10852
100303,Phytoplankton,10851
100305,Zoobenthos,10854
100308,Zoobenthos,10851
100309,Zoobenthos,10851
100310,Zoobenthos,10853
100311,Zoobenthos,10851
100312,Zooplankton,10856
100313,Phytoplankton,10851
100315,Zoobenthos,10851
100316,Zoobenthos,10851
100317,Zoobenthos,10853
100318,Zoobenthos,10851
100321,Zooplankton,10851
100322,Zoobenthos,10853
100324,Predaceous fish,10852
100325,Zoobenthos,10851
100328,Zoobenthos,10851
100329,Zoobenthos,10851
100333,Zoobenthos,10851
100334,Zoobenthos,10851
100337,Zoobenthos,10851
100341,Predaceous fish,10852
100342,Predaceous fish,10852
100343,Zoobenthos,10853
100344,Zoobenthos,10853
100346,Zoobenthos,10851
100347,Zoobenthos,10853
100348,Predaceous fish,10852
100351,Zoobenthos,10851
100352,Zoobenthos,10853
100354,Zoobenthos,10853
100356,Zooplankton,10851
100357,Zoobenthos,10853
100358,Zooplankton,10853
100360,Zoobenthos,10853
100361,Zoobenthos,10851
100364,Zoobenthos,10851
100365,Predaceous fish,10852
100366,Zoobenthos,10851
100367,Macroalgae,10851
100368,Macroalgae,10851
100369,Zoobenthos,10853
100370,Zoobenthos,10853
100371,Zoobenthos,10853
100372,Zoobenthos,10851
100373,Macroalgae,10851
100374,Predaceous fish,10852
100375,Zoobenthos,10851
100378,Predaceous fish,10852
100379,Zoobenthos,10851
100380,Zoobenthos,10853
100383,Zoobenthos,10853
100384,Zoobenthos,10853
100389,Macroalgae,10851
100394,Macroalgae,10851
100395,Macroalgae,10851
100396,Macroalgae,10851
100397,Macroalgae,10853
100399,Macroalgae,10851
100403,Zoobenthos,10854
