idspecies,id_sp_region,dwc_locationID
3111,258,TDWG:AZO
3626,259,TDWG:AZO
4694,261,TDWG:AZO
3461,262,TDWG:AZO
719,263,TDWG:AZO
19421,264,TDWG:AZO
4028,265,TDWG:AZO
22875,266,TDWG:AZO
21855,267,TDWG:AZO
3521,268,TDWG:AZO
21412,269,TDWG:AZO
8542,270,TDWG:AZO
7401,271,TDWG:AZO
23830,272,TDWG:AZO
8571,274,TDWG:AZO
10878,275,TDWG:AZO
20672,276,TDWG:AZO
4152,277,TDWG:AZO
11516,278,TDWG:AZO
19170,279,TDWG:AZO
5478,280,TDWG:AZO
16267,281,TDWG:AZO
8765,282,TDWG:AZO
13076,283,TDWG:AZO
16886,284,TDWG:AZO
23403,285,TDWG:AZO
3395,286,TDWG:AZO
6412,287,TDWG:AZO
7405,288,TDWG:AZO
7692,289,TDWG:AZO
15010,290,TDWG:AZO
12048,291,TDWG:AZO
9492,292,TDWG:AZO
17648,293,TDWG:AZO
17644,294,TDWG:AZO
17543,295,TDWG:AZO
19020,296,TDWG:AZO
3063,297,TDWG:AZO
3066,298,TDWG:AZO
7582,299,TDWG:AZO
3609,300,TDWG:AZO
9713,301,TDWG:AZO
13648,302,TDWG:AZO
5248,303,TDWG:AZO
8642,304,TDWG:AZO
11544,305,TDWG:AZO
19696,306,TDWG:AZO
6759,307,TDWG:AZO
6893,308,TDWG:AZO
7980,309,TDWG:AZO
7861,310,TDWG:AZO
5737,311,TDWG:AZO
16458,312,TDWG:AZO
15667,313,TDWG:AZO
12005,314,TDWG:AZO
12066,315,TDWG:AZO
12113,316,TDWG:AZO
12178,317,TDWG:AZO
10366,318,TDWG:AZO
10322,319,TDWG:AZO
16732,320,TDWG:AZO
21119,322,TDWG:AZO
21252,323,TDWG:AZO
21381,324,TDWG:AZO
17344,325,TDWG:AZO
17652,326,TDWG:AZO
20560,327,TDWG:AZO
20738,328,TDWG:AZO
19612,329,TDWG:AZO
19911,330,TDWG:AZO
22985,331,TDWG:AZO
22056,332,TDWG:AZO
1740,333,TDWG:AZO
5023,334,TDWG:AZO
2900,335,TDWG:AZO
12893,336,TDWG:AZO
24195,337,TDWG:AZO
7115,338,TDWG:AZO
2235,339,TDWG:BAL
16970,340,TDWG:BAL
2554,341,TDWG:BAL
2589,342,TDWG:BAL
2568,343,TDWG:BAL
6742,344,TDWG:BAL
6752,345,TDWG:BAL
6867,346,TDWG:BAL
6893,347,TDWG:BAL
7010,348,TDWG:BAL
7046,349,TDWG:BAL
7080,350,TDWG:BAL
2924,351,TDWG:BAL
22320,352,TDWG:BAL
7190,353,TDWG:BAL
7178,354,TDWG:BAL
10235,355,TDWG:BAL
10154,356,TDWG:BAL
10173,357,TDWG:BAL
10189,358,TDWG:BAL
10197,359,TDWG:BAL
21892,360,TDWG:BAL
21914,361,TDWG:BAL
21935,362,TDWG:BAL
5210,363,TDWG:BAL
7211,364,TDWG:BAL
7165,365,TDWG:BAL
20266,366,TDWG:BAL
20470,367,TDWG:BAL
7312,368,TDWG:BAL
10959,369,TDWG:BAL
4343,370,TDWG:BAL
10386,371,TDWG:BAL
23608,372,TDWG:BAL
20612,373,TDWG:BAL
22975,374,TDWG:BAL
4805,375,TDWG:BAL
12005,376,TDWG:BAL
16574,377,TDWG:BAL
16633,378,TDWG:BAL
12823,379,TDWG:BAL
8697,380,TDWG:BAL
7900,381,TDWG:BAL
22133,382,TDWG:BAL
3111,383,TDWG:BAL
5874,384,TDWG:BAL
15650,385,TDWG:BAL
3364,386,TDWG:BAL
22027,387,TDWG:BAL
20364,388,TDWG:BAL
3512,389,TDWG:BAL
17692,390,TDWG:BAL
23070,391,TDWG:BAL
8787,392,TDWG:BAL
19121,393,TDWG:BAL
8623,394,TDWG:BAL
24153,395,TDWG:BAL
17044,396,TDWG:BAL
7255,397,TDWG:BAL
8673,398,TDWG:BAL
19214,399,TDWG:BAL
1478,400,TDWG:BAL
8642,403,TDWG:BAL
21412,404,TDWG:BAL
11926,405,TDWG:BAL
11942,406,TDWG:BAL
23603,407,TDWG:BAL
4676,408,TDWG:BAL
20726,409,TDWG:BAL
4891,410,TDWG:BAL
24075,411,TDWG:BAL
495,412,TDWG:CNY
7178,413,TDWG:CNY
7190,414,TDWG:CNY
16950,415,TDWG:CNY
17691,416,TDWG:CNY
17692,417,TDWG:CNY
7270,418,TDWG:CNY
7292,419,TDWG:CNY
12634,420,TDWG:CNY
12656,421,TDWG:CNY
24153,422,TDWG:CNY
20266,423,TDWG:CNY
20302,424,TDWG:CNY
8747,425,TDWG:CNY
8748,426,TDWG:CNY
12823,427,TDWG:CNY
12866,428,TDWG:CNY
9532,429,TDWG:CNY
9539,430,TDWG:CNY
8673,431,TDWG:CNY
13466,432,TDWG:CNY
16970,433,TDWG:CNY
20470,434,TDWG:CNY
20612,435,TDWG:CNY
16574,436,TDWG:CNY
19121,437,TDWG:CNY
2235,438,TDWG:CNY
5443,439,TDWG:CNY
1508,440,TDWG:CNY
4393,441,TDWG:CNY
4891,442,TDWG:CNY
6350,443,TDWG:CNY
22615,444,TDWG:CNY
7010,445,TDWG:CNY
7046,446,TDWG:CNY
22320,447,TDWG:CNY
22399,448,TDWG:CNY
22433,449,TDWG:CNY
3111,450,TDWG:CNY
21892,451,TDWG:CNY
21914,452,TDWG:CNY
21935,453,TDWG:CNY
3364,454,TDWG:CNY
3343,455,TDWG:CNY
20353,456,TDWG:CNY
20364,457,TDWG:CNY
3609,458,TDWG:CNY
17960,459,TDWG:CNY
9852,460,TDWG:CNY
9909,461,TDWG:CNY
7300,462,TDWG:CNY
10959,463,TDWG:CNY
4343,464,TDWG:CNY
4369,465,TDWG:CNY
9586,466,TDWG:CNY
11942,467,TDWG:CNY
4805,468,TDWG:CNY
24075,469,TDWG:CNY
24077,470,TDWG:CNY
141,531,TDWG:MDR
105,532,TDWG:MDR
17109,533,TDWG:MDR
7165,534,TDWG:MDR
7190,535,TDWG:MDR
16939,536,TDWG:MDR
22615,537,TDWG:MDR
21655,538,TDWG:MDR
22320,539,TDWG:MDR
22433,540,TDWG:MDR
21892,541,TDWG:MDR
21914,542,TDWG:MDR
21935,543,TDWG:MDR
22017,544,TDWG:MDR
22560,545,TDWG:MDR
22867,546,TDWG:MDR
22875,547,TDWG:MDR
23676,548,TDWG:MDR
23701,549,TDWG:MDR
20302,550,TDWG:MDR
8800,551,TDWG:MDR
8719,552,TDWG:MDR
8795,553,TDWG:MDR
8748,554,TDWG:MDR
10386,555,TDWG:MDR
16859,556,TDWG:MDR
12729,557,TDWG:MDR
12749,558,TDWG:MDR
12784,559,TDWG:MDR
12793,560,TDWG:MDR
12866,561,TDWG:MDR
9539,562,TDWG:MDR
10878,563,TDWG:MDR
10959,564,TDWG:MDR
11017,565,TDWG:MDR
5614,566,TDWG:MDR
10419,567,TDWG:MDR
21415,568,TDWG:MDR
8232,569,TDWG:MDR
5995,570,TDWG:MDR
17072,571,TDWG:MDR
16970,572,TDWG:MDR
20470,573,TDWG:MDR
20560,574,TDWG:MDR
20666,575,TDWG:MDR
16574,576,TDWG:MDR
1488,577,TDWG:MDR
4392,578,TDWG:MDR
5464,579,TDWG:MDR
16633,630,TDWG:POR
12740,631,TDWG:POR
12749,632,TDWG:POR
12768,633,TDWG:POR
12773,634,TDWG:POR
12784,635,TDWG:POR
12793,636,TDWG:POR
12807,637,TDWG:POR
12810,638,TDWG:POR
12823,639,TDWG:POR
12779,640,TDWG:POR
12842,641,TDWG:POR
18248,642,TDWG:POR
2235,643,TDWG:POR
2246,644,TDWG:POR
22615,645,TDWG:POR
7338,646,TDWG:POR
8712,647,TDWG:POR
16970,648,TDWG:POR
6742,649,TDWG:POR
6752,650,TDWG:POR
6765,651,TDWG:POR
6867,652,TDWG:POR
6893,653,TDWG:POR
7010,654,TDWG:POR
6819,655,TDWG:POR
7046,656,TDWG:POR
7080,657,TDWG:POR
2319,658,TDWG:POR
9471,659,TDWG:POR
17841,660,TDWG:POR
7900,661,TDWG:POR
7165,662,TDWG:POR
22002,663,TDWG:POR
22182,664,TDWG:POR
22184,665,TDWG:POR
2924,666,TDWG:POR
22252,667,TDWG:POR
22320,668,TDWG:POR
2948,669,TDWG:POR
2967,670,TDWG:POR
2940,671,TDWG:POR
3003,672,TDWG:POR
495,673,TDWG:POR
19849,674,TDWG:POR
7101,675,TDWG:POR
14946,676,TDWG:POR
22399,677,TDWG:POR
22424,678,TDWG:POR
22433,679,TDWG:POR
1024,680,TDWG:POR
15305,681,TDWG:POR
3111,682,TDWG:POR
20135,683,TDWG:POR
7178,684,TDWG:POR
7190,685,TDWG:POR
22680,686,TDWG:POR
22746,687,TDWG:POR
12724,688,TDWG:POR
10235,689,TDWG:POR
10154,690,TDWG:POR
10173,691,TDWG:POR
10197,692,TDWG:POR
6412,693,TDWG:POR
6556,694,TDWG:POR
6595,695,TDWG:POR
7946,696,TDWG:POR
5879,697,TDWG:POR
21881,698,TDWG:POR
21925,699,TDWG:POR
21892,700,TDWG:POR
21914,701,TDWG:POR
21935,702,TDWG:POR
15650,703,TDWG:POR
3364,704,TDWG:POR
22017,705,TDWG:POR
22027,706,TDWG:POR
8725,707,TDWG:POR
8751,708,TDWG:POR
14732,709,TDWG:POR
20174,710,TDWG:POR
13445,711,TDWG:POR
19979,712,TDWG:POR
5230,713,TDWG:POR
5241,714,TDWG:POR
5210,715,TDWG:POR
20353,716,TDWG:POR
20364,717,TDWG:POR
7438,718,TDWG:POR
7211,719,TDWG:POR
991,720,TDWG:POR
7219,721,TDWG:POR
3559,722,TDWG:POR
22459,723,TDWG:POR
3591,724,TDWG:POR
5380,725,TDWG:POR
3609,726,TDWG:POR
1052,727,TDWG:POR
22560,728,TDWG:POR
21085,729,TDWG:POR
9532,730,TDWG:POR
9541,731,TDWG:POR
9544,732,TDWG:POR
9559,733,TDWG:POR
9562,734,TDWG:POR
10296,735,TDWG:POR
8064,736,TDWG:POR
1662,737,TDWG:POR
12893,738,TDWG:POR
1670,739,TDWG:POR
22867,740,TDWG:POR
22875,741,TDWG:POR
22941,742,TDWG:POR
22913,743,TDWG:POR
22902,744,TDWG:POR
22928,745,TDWG:POR
22932,746,TDWG:POR
9356,747,TDWG:POR
22975,748,TDWG:POR
6134,749,TDWG:POR
6139,750,TDWG:POR
5464,751,TDWG:POR
11330,752,TDWG:POR
23084,753,TDWG:POR
23090,754,TDWG:POR
17960,755,TDWG:POR
4005,756,TDWG:POR
21154,757,TDWG:POR
10453,758,TDWG:POR
17353,759,TDWG:POR
20266,760,TDWG:POR
1743,761,TDWG:POR
19487,762,TDWG:POR
14978,763,TDWG:POR
8795,764,TDWG:POR
7238,765,TDWG:POR
11456,766,TDWG:POR
11486,767,TDWG:POR
1002,768,TDWG:POR
1228,769,TDWG:POR
19525,770,TDWG:POR
24153,771,TDWG:POR
11559,772,TDWG:POR
20401,773,TDWG:POR
20411,774,TDWG:POR
16163,775,TDWG:POR
16208,776,TDWG:POR
11611,777,TDWG:POR
11613,778,TDWG:POR
11626,779,TDWG:POR
11686,780,TDWG:POR
11689,781,TDWG:POR
11762,782,TDWG:POR
11765,783,TDWG:POR
18589,784,TDWG:POR
18735,785,TDWG:POR
10366,786,TDWG:POR
7255,787,TDWG:POR
13605,788,TDWG:POR
8687,789,TDWG:POR
12911,790,TDWG:POR
8196,791,TDWG:POR
8204,792,TDWG:POR
19211,793,TDWG:POR
9151,794,TDWG:POR
20470,795,TDWG:POR
1488,796,TDWG:POR
9846,797,TDWG:POR
10019,798,TDWG:POR
10036,799,TDWG:POR
11807,800,TDWG:POR
7312,801,TDWG:POR
10870,802,TDWG:POR
10946,803,TDWG:POR
10959,804,TDWG:POR
11017,805,TDWG:POR
4240,806,TDWG:POR
4279,807,TDWG:POR
5747,808,TDWG:POR
4336,809,TDWG:POR
4343,810,TDWG:POR
4367,811,TDWG:POR
4369,812,TDWG:POR
9455,813,TDWG:POR
4395,814,TDWG:POR
23377,815,TDWG:POR
21252,816,TDWG:POR
4421,817,TDWG:POR
19129,818,TDWG:POR
20547,819,TDWG:POR
8642,820,TDWG:POR
8659,821,TDWG:POR
846,822,TDWG:POR
988,823,TDWG:POR
21415,824,TDWG:POR
8232,825,TDWG:POR
8306,826,TDWG:POR
10481,827,TDWG:POR
7978,828,TDWG:POR
7986,829,TDWG:POR
19516,830,TDWG:POR
23501,831,TDWG:POR
13937,832,TDWG:POR
8137,833,TDWG:POR
10386,834,TDWG:POR
11942,835,TDWG:POR
14100,836,TDWG:POR
9520,837,TDWG:POR
8512,838,TDWG:POR
8524,839,TDWG:POR
10752,840,TDWG:POR
20578,841,TDWG:POR
5334,842,TDWG:POR
8952,843,TDWG:POR
23608,844,TDWG:POR
23634,845,TDWG:POR
23676,846,TDWG:POR
4639,847,TDWG:POR
4647,848,TDWG:POR
4659,849,TDWG:POR
4676,850,TDWG:POR
7759,851,TDWG:POR
20738,852,TDWG:POR
20709,853,TDWG:POR
14541,854,TDWG:POR
23815,855,TDWG:POR
4805,856,TDWG:POR
4837,857,TDWG:POR
4865,858,TDWG:POR
4891,859,TDWG:POR
17503,860,TDWG:POR
7928,861,TDWG:POR
23915,862,TDWG:POR
7904,863,TDWG:POR
5443,864,TDWG:POR
12103,865,TDWG:POR
12162,866,TDWG:POR
1010,867,TDWG:POR
4970,868,TDWG:POR
1517,869,TDWG:POR
16574,870,TDWG:POR
1248,871,TDWG:POR
1271,872,TDWG:POR
19269,873,TDWG:POR
19154,874,TDWG:POR
12327,875,TDWG:POR
12532,876,TDWG:POR
1931,877,TDWG:POR
667,878,TDWG:POR
17089,879,TDWG:ROM
16970,880,TDWG:ROM
6742,881,TDWG:ROM
6819,882,TDWG:ROM
6893,883,TDWG:ROM
7046,884,TDWG:ROM
21692,885,TDWG:ROM
11034,886,TDWG:ROM
22131,887,TDWG:ROM
495,888,TDWG:ROM
22453,889,TDWG:ROM
10154,890,TDWG:ROM
5428,891,TDWG:ROM
21914,892,TDWG:ROM
20174,893,TDWG:ROM
14766,894,TDWG:ROM
1091,895,TDWG:ROM
22510,896,TDWG:ROM
22539,897,TDWG:ROM
22867,898,TDWG:ROM
17367,899,TDWG:ROM
23170,900,TDWG:ROM
5121,901,TDWG:ROM
16040,902,TDWG:ROM
19525,903,TDWG:ROM
20401,904,TDWG:ROM
23273,905,TDWG:ROM
4343,906,TDWG:ROM
8642,907,TDWG:ROM
8137,908,TDWG:ROM
11942,909,TDWG:ROM
1886,910,TDWG:ROM
23762,911,TDWG:ROM
4805,912,TDWG:ROM
20045,913,TDWG:ROM
24085,914,TDWG:ROM
24075,915,TDWG:ROM
24077,916,TDWG:ROM
608,917,TDWG:ROM
16660,918,TDWG:ROM
6736,919,TDWG:ROM
6752,920,TDWG:ROM
6804,921,TDWG:ROM
6840,922,TDWG:ROM
6867,923,TDWG:ROM
19736,925,TDWG:ROM
20921,926,TDWG:ROM
17716,927,TDWG:ROM
17514,928,TDWG:ROM
6328,929,TDWG:ROM
22412,930,TDWG:ROM
22424,931,TDWG:ROM
18196,932,TDWG:ROM
3326,933,TDWG:ROM
143,934,TDWG:ROM
10173,935,TDWG:ROM
6412,936,TDWG:ROM
5879,937,TDWG:ROM
19979,938,TDWG:ROM
11475,939,TDWG:ROM
20364,940,TDWG:ROM
3452,941,TDWG:ROM
24320,942,TDWG:ROM
13452,943,TDWG:ROM
14633,944,TDWG:ROM
3609,945,TDWG:ROM
1052,946,TDWG:ROM
3630,947,TDWG:ROM
10305,948,TDWG:ROM
10322,949,TDWG:ROM
19475,950,TDWG:ROM
22875,951,TDWG:ROM
22875,952,TDWG:ROM
9418,953,TDWG:ROM
12634,954,TDWG:ROM
23039,955,TDWG:ROM
23070,956,TDWG:ROM
4028,957,TDWG:ROM
17376,958,TDWG:ROM
20302,959,TDWG:ROM
16094,960,TDWG:ROM
11689,961,TDWG:ROM
12911,962,TDWG:ROM
12920,963,TDWG:ROM
6178,964,TDWG:ROM
549,965,TDWG:ROM
10878,966,TDWG:ROM
10927,967,TDWG:ROM
10974,968,TDWG:ROM
4240,969,TDWG:ROM
4259,970,TDWG:ROM
9176,971,TDWG:ROM
20511,972,TDWG:ROM
19690,973,TDWG:ROM
8170,974,TDWG:ROM
9110,975,TDWG:ROM
632,976,TDWG:ROM
14789,977,TDWG:ROM
16417,978,TDWG:ROM
20755,979,TDWG:ROM
23793,980,TDWG:ROM
11997,981,TDWG:ROM
14797,982,TDWG:ROM
23954,983,TDWG:ROM
12103,984,TDWG:ROM
14606,985,TDWG:ROM
19944,986,TDWG:ROM
20030,987,TDWG:ROM
12374,988,TDWG:ROM
24054,989,TDWG:ROM
24067,990,TDWG:ROM
495,1016,TDWG:SPA-SP
2235,1017,TDWG:SPA-SP
5443,1018,TDWG:SPA-SP
5210,1019,TDWG:SPA-SP
1052,1020,TDWG:SPA-SP
1508,1021,TDWG:SPA-SP
1517,1022,TDWG:SPA-SP
5380,1023,TDWG:SPA-SP
3111,1024,TDWG:SPA-SP
3326,1025,TDWG:SPA-SP
3343,1026,TDWG:SPA-SP
3364,1027,TDWG:SPA-SP
3559,1028,TDWG:SPA-SP
3609,1031,TDWG:SPA-SP
4336,1032,TDWG:SPA-SP
4343,1033,TDWG:SPA-SP
4369,1034,TDWG:SPA-SP
4393,1035,TDWG:SPA-SP
4805,1036,TDWG:SPA-SP
4829,1037,TDWG:SPA-SP
4840,1038,TDWG:SPA-SP
4891,1039,TDWG:SPA-SP
17089,1040,TDWG:SPA-SP
7178,1041,TDWG:SPA-SP
7190,1042,TDWG:SPA-SP
6350,1043,TDWG:SPA-SP
6742,1044,TDWG:SPA-SP
6752,1045,TDWG:SPA-SP
6893,1046,TDWG:SPA-SP
7010,1047,TDWG:SPA-SP
6819,1048,TDWG:SPA-SP
7046,1049,TDWG:SPA-SP
7080,1050,TDWG:SPA-SP
16950,1051,TDWG:SPA-SP
17684,1052,TDWG:SPA-SP
17691,1053,TDWG:SPA-SP
17692,1054,TDWG:SPA-SP
21587,1055,TDWG:SPA-SP
22615,1056,TDWG:SPA-SP
21692,1057,TDWG:SPA-SP
22002,1058,TDWG:SPA-SP
22184,1059,TDWG:SPA-SP
22320,1060,TDWG:SPA-SP
22356,1061,TDWG:SPA-SP
22399,1062,TDWG:SPA-SP
22424,1063,TDWG:SPA-SP
22433,1064,TDWG:SPA-SP
22447,1065,TDWG:SPA-SP
21892,1066,TDWG:SPA-SP
21914,1067,TDWG:SPA-SP
21935,1068,TDWG:SPA-SP
22027,1069,TDWG:SPA-SP
23070,1070,TDWG:SPA-SP
23664,1071,TDWG:SPA-SP
23676,1072,TDWG:SPA-SP
24075,1073,TDWG:SPA-SP
24098,1074,TDWG:SPA-SP
17960,1075,TDWG:SPA-SP
19198,1076,TDWG:SPA-SP
7275,1077,TDWG:SPA-SP
7278,1078,TDWG:SPA-SP
7279,1079,TDWG:SPA-SP
7292,1080,TDWG:SPA-SP
7299,1081,TDWG:SPA-SP
7300,1082,TDWG:SPA-SP
7331,1083,TDWG:SPA-SP
7317,1084,TDWG:SPA-SP
7321,1085,TDWG:SPA-SP
7324,1086,TDWG:SPA-SP
12634,1087,TDWG:SPA-SP
12656,1088,TDWG:SPA-SP
24153,1089,TDWG:SPA-SP
6342,1090,TDWG:SPA-SP
20266,1091,TDWG:SPA-SP
20302,1092,TDWG:SPA-SP
20314,1093,TDWG:SPA-SP
20263,1094,TDWG:SPA-SP
8747,1095,TDWG:SPA-SP
8748,1096,TDWG:SPA-SP
14633,1097,TDWG:SPA-SP
10186,1098,TDWG:SPA-SP
12823,1099,TDWG:SPA-SP
12749,1100,TDWG:SPA-SP
12773,1101,TDWG:SPA-SP
12793,1102,TDWG:SPA-SP
12866,1103,TDWG:SPA-SP
11942,1104,TDWG:SPA-SP
12009,1105,TDWG:SPA-SP
12267,1106,TDWG:SPA-SP
9438,1107,TDWG:SPA-SP
16633,1108,TDWG:SPA-SP
9532,1109,TDWG:SPA-SP
9539,1110,TDWG:SPA-SP
9586,1111,TDWG:SPA-SP
8673,1112,TDWG:SPA-SP
9852,1113,TDWG:SPA-SP
9909,1114,TDWG:SPA-SP
10959,1115,TDWG:SPA-SP
8064,1116,TDWG:SPA-SP
8137,1117,TDWG:SPA-SP
13466,1118,TDWG:SPA-SP
16970,1119,TDWG:SPA-SP
20353,1120,TDWG:SPA-SP
20364,1121,TDWG:SPA-SP
20470,1122,TDWG:SPA-SP
20612,1123,TDWG:SPA-SP
16574,1124,TDWG:SPA-SP
19121,1125,TDWG:SPA-SP
19129,1126,TDWG:SPA-SP
10088,1127,TDWG:SPA-SP
2924,1128,TDWG:SPA-SP
10415,1129,TDWG:SPA-SP
10386,1130,TDWG:SPA-SP
5248,1131,TDWG:ROM
