SP_idspecies,SP_genus,SP_species,SP_authority,SP_subtaxon,SP_subtaxon_rank,SP_subtaxon_authority,TG_taxon_group,SP_phylum,SP_class,SP_ordo,SP_family,EG_ecofunct_group,SP_sourceid
"8830","Sedum","dasyphyllum","L.","","","","Magnoliophyta","Magnoliophyta","Rosopsida","Saxifragales","Crassulaceae",\N,"9"
"8832","Sedum","dendroideum","(Moq. & Sessé) ex DC.","","","","Magnoliophyta","Magnoliophyta","Rosopsida","Saxifragales","Crassulaceae",\N,"6"
"8833","Sedum","ewersii","Ledeb.","","","","Magnoliophyta","Magnoliophyta","Rosopsida","Saxifragales","Crassulaceae",\N,"9"
"8835","Sedum","forsterianum","Smith","","","","Magnoliophyta","Magnoliophyta","Rosopsida","Saxifragales","Crassulaceae",\N,"9"
"8840","Sedum","Herbstfreude'","hort.","","hyb.","","Magnoliophyta","Magnoliophyta","Rosopsida","Saxifragales","Crassulaceae",\N,"4"
"8843","Sedum","hispanicum","L.","","","","Magnoliophyta","Magnoliophyta","Rosopsida","Saxifragales","Crassulaceae",\N,"9"
"8846","Sedum","hybridum","L.","","","","Magnoliophyta","Magnoliophyta","Rosopsida","Saxifragales","Crassulaceae",\N,"6"
"8853","Sedum","kamtschaticum","Fish. & C.A. Mey.","","","","Magnoliophyta","Magnoliophyta","Rosopsida","Saxifragales","Crassulaceae",\N,"6"
"8858","Sedum","kamtschaticum","Fisch. & C.A. Mey.","ellacombianum","subsp.","(Praeg.) R.T. Clausen","Magnoliophyta","Magnoliophyta","Rosopsida","Saxifragales","Crassulaceae",\N,"26"
"8860","Sedum","lydium","Boiss.","","","","Magnoliophyta","Magnoliophyta","Rosopsida","Saxifragales","Crassulaceae",\N,"6"
"8862","Sedum","mexicanum","Britton","","","","Magnoliophyta","Magnoliophyta","Rosopsida","Saxifragales","Crassulaceae",\N,"6"
"8865","Sedum","montanum","Perr. et Song.","","","","Magnoliophyta","Magnoliophyta","Rosopsida","Saxifragales","Crassulaceae",\N,"6"
"8867","Sedum","multiceps","Coss. & Durieu","","","","Magnoliophyta","Magnoliophyta","Rosopsida","Saxifragales","Crassulaceae",\N,"26"
"8868","Sedum","ochroleucum","Chaix in Vill.","","","","Magnoliophyta","Magnoliophyta","Rosopsida","Saxifragales","Crassulaceae",\N,"19"
"8871","Sedum","pallidum","M. Bieb.","","","","Magnoliophyta","Magnoliophyta","Rosopsida","Saxifragales","Crassulaceae",\N,"5"
"8873","Sedum","praealtum","A. DC.","","","","Magnoliophyta","Magnoliophyta","Rosopsida","Saxifragales","Crassulaceae",\N,"9"
"8876","Sedum","rubrotinctum","R.T. Clausen","","","","Magnoliophyta","Magnoliophyta","Rosopsida","Saxifragales","Crassulaceae",\N,"6"
"8877","Sedum","rupestre","","","","","Magnoliophyta","Magnoliophyta","Rosopsida","Saxifragales","Crassulaceae",\N,"17500"
"8885","Sedum","rupestre","L.","erectum","subsp.","t' Hart","Magnoliophyta","Magnoliophyta","Rosopsida","Saxifragales","Crassulaceae",\N,"6"
"8889","Sedum","sarmentosum","Bunge","","","","Magnoliophyta","Magnoliophyta","Rosopsida","Saxifragales","Crassulaceae",\N,"15"
"8892","Sedum","sediforme","(Jacq.) Pau","","","","Magnoliophyta","Magnoliophyta","Rosopsida","Saxifragales","Crassulaceae",\N,"9"
"8896","Sedum","sexangulare","L.","","","","Magnoliophyta","Magnoliophyta","Rosopsida","Saxifragales","Crassulaceae",\N,"9"
"8899","Sedum","sieboldii","hort. ex D. Don","","","","Magnoliophyta","Magnoliophyta","Rosopsida","Saxifragales","Crassulaceae",\N,"6"
"8902","Sedum","spathulifolium","Hook.","","","","Magnoliophyta","Magnoliophyta","Rosopsida","Saxifragales","Crassulaceae",\N,"6"
"8904","Sedum","spectabile","Boreau","","","","Magnoliophyta","Magnoliophyta","Rosopsida","Saxifragales","Crassulaceae",\N,"6"
"8912","Sedum","spurium","","","","","Magnoliophyta","Magnoliophyta","Rosopsida","Saxifragales","Crassulaceae",\N,"17500"
"8929","Sedum","stoloniferum","S. Gmelin","","","","Magnoliophyta","Magnoliophyta","Rosopsida","Saxifragales","Crassulaceae",\N,"6"
"8934","Sedum","telephium","L.","","","","Magnoliophyta","Magnoliophyta","Rosopsida","Saxifragales","Crassulaceae",\N,"9"
"8935","Sedum","telephium","L.","maximum","subsp.","(L.) Schinz & Thell. ex Schinz & R. Keller","Magnoliophyta","Magnoliophyta","Rosopsida","Saxifragales","Crassulaceae",\N,"26"
"8940","Sedum","telephium","L.","telephium","subsp.","L.","Magnoliophyta","Magnoliophyta","Rosopsida","Saxifragales","Crassulaceae",\N,"6"
"8944","Sempervivum","x barbulatum","Schott","","hyb.","","Magnoliophyta","Magnoliophyta","Rosopsida","Saxifragales","Crassulaceae",\N,"19"
"8946","Sempervivum","arachnoideum","L.","","","","Magnoliophyta","Magnoliophyta","Rosopsida","Saxifragales","Crassulaceae",\N,"9"
"8948","Sempervivum","funckii","Braun ex W. D. J. Koch","","","","Magnoliophyta","Magnoliophyta","Rosopsida","Saxifragales","Crassulaceae",\N,"9"
"8952","Sempervivum","tectorum","","","","","Magnoliophyta","Magnoliophyta","Rosopsida","Saxifragales","Crassulaceae",\N,"17500"
"8955","Sempervivum","tectorum","L.","tectorum","subsp.","L.","Magnoliophyta","Magnoliophyta","Rosopsida","Saxifragales","Crassulaceae",\N,"19"
"8958","Umbilicus","rupestris","(Salisb.) Dandy","","","","Magnoliophyta","Magnoliophyta","Rosopsida","Saxifragales","Crassulaceae",\N,"26"
"8966","Astilbe","x arendsii","Arends","","hyb.","","Magnoliophyta","Magnoliophyta","Rosopsida","Saxifragales","Saxifragaceae",\N,"4"
"8974","Astilbe","japonica","(Maxim.) Franch. & Sav.","","","","Magnoliophyta","Magnoliophyta","Rosopsida","Saxifragales","Saxifragaceae",\N,"26"
"8978","Astilbe","rivularis","Buch.-Ham. ex D. Don","","","","Magnoliophyta","Magnoliophyta","Rosopsida","Saxifragales","Saxifragaceae",\N,"6"
"8979","Bergenia","x schmidtii","(Regel) Silva Tar.","","","","Magnoliophyta","Magnoliophyta","Rosopsida","Saxifragales","Saxifragaceae",\N,"6"
"8981","Bergenia","cordifolia","(Haw.) Sternb.","","","","Magnoliophyta","Magnoliophyta","Rosopsida","Saxifragales","Saxifragaceae",\N,"4"
"8984","Bergenia","crassifolia","(L.) Fritsch","","","","Magnoliophyta","Magnoliophyta","Rosopsida","Saxifragales","Saxifragaceae",\N,"4"
"8989","Darmera","peltata","(Torrey ex Benth.) Voss ex Post & Kuntze","","","","Magnoliophyta","Magnoliophyta","Rosopsida","Saxifragales","Saxifragaceae",\N,"4"
"8995","Heuchera","americana","L.","","","","Magnoliophyta","Magnoliophyta","Rosopsida","Saxifragales","Saxifragaceae",\N,"6"
"8996","Heuchera","micrantha","Dougl. ex Lindl.","","","","Magnoliophyta","Magnoliophyta","Rosopsida","Saxifragales","Saxifragaceae",\N,"26"
"8997","Heuchera","sanguinea","Engelm.","","","","Magnoliophyta","Magnoliophyta","Rosopsida","Saxifragales","Saxifragaceae",\N,"4"
"8999","Rodgersia","pinnata","Franchet","","","","Magnoliophyta","Magnoliophyta","Rosopsida","Saxifragales","Saxifragaceae",\N,"6"
"9000","Rodgersia","podophylla","A. Gray","","","","Magnoliophyta","Magnoliophyta","Rosopsida","Saxifragales","Saxifragaceae",\N,"4"
"9002","Saxifraga","x arendsii","hort.","","hyb.","","Magnoliophyta","Magnoliophyta","Rosopsida","Saxifragales","Saxifragaceae",\N,"6"
"9006","Saxifraga","x geum","L.","","hyb.","","Magnoliophyta","Magnoliophyta","Rosopsida","Saxifragales","Saxifragaceae",\N,"4"
"9015","Saxifraga","x polita","(Haw.) Link","","hyb.","","Magnoliophyta","Magnoliophyta","Rosopsida","Saxifragales","Saxifragaceae",\N,"4"
"9017","Saxifraga","x urbium","D.A. Webb","","hyb.","","Magnoliophyta","Magnoliophyta","Rosopsida","Saxifragales","Saxifragaceae",\N,"4"
"9023","Saxifraga","cuneifolia","L.","","","","Magnoliophyta","Magnoliophyta","Rosopsida","Saxifragales","Saxifragaceae",\N,"4"
"9025","Saxifraga","cymbalaria","L.","","","","Magnoliophyta","Magnoliophyta","Rosopsida","Saxifragales","Saxifragaceae",\N,"9"
"9027","Saxifraga","granulata","L.","","","","Magnoliophyta","Magnoliophyta","Rosopsida","Saxifragales","Saxifragaceae",\N,"4"
"9029","Saxifraga","hirsuta","L.","","","","Magnoliophyta","Magnoliophyta","Rosopsida","Saxifragales","Saxifragaceae",\N,"4"
"9032","Saxifraga","hostii","Tausch","","","","Magnoliophyta","Magnoliophyta","Rosopsida","Saxifragales","Saxifragaceae",\N,"9"
"9035","Saxifraga","hypnoides","L.","","","","Magnoliophyta","Magnoliophyta","Rosopsida","Saxifragales","Saxifragaceae",\N,"4"
"9038","Saxifraga","paniculata","Miller","","","","Magnoliophyta","Magnoliophyta","Rosopsida","Saxifragales","Saxifragaceae",\N,"9"
"9040","Saxifraga","rosacea","Moench","","","","Magnoliophyta","Magnoliophyta","Rosopsida","Saxifragales","Saxifragaceae",\N,"6"
"9042","Saxifraga","rosacea","Moench","rosacea","subsp.","Moench","Magnoliophyta","Magnoliophyta","Rosopsida","Saxifragales","Saxifragaceae",\N,"4"
"9043","Saxifraga","rotundifolia","L.","","","","Magnoliophyta","Magnoliophyta","Rosopsida","Saxifragales","Saxifragaceae",\N,"9"
"9045","Saxifraga","spathularis","Brot.","","","","Magnoliophyta","Magnoliophyta","Rosopsida","Saxifragales","Saxifragaceae",\N,"4"
"9046","Saxifraga","stolonifera","Curtis","","","","Magnoliophyta","Magnoliophyta","Rosopsida","Saxifragales","Saxifragaceae",\N,"4"
"9053","Saxifraga","umbrosa","L.","","","","Magnoliophyta","Magnoliophyta","Rosopsida","Saxifragales","Saxifragaceae",\N,"4"
"9056","Tellima","grandiflora","(Pursh) Douglas ex Lindl.","","","","Magnoliophyta","Magnoliophyta","Rosopsida","Saxifragales","Saxifragaceae",\N,"15"
"9071","Tiarella","cordifolia","L.","","","","Magnoliophyta","Magnoliophyta","Rosopsida","Saxifragales","Saxifragaceae",\N,"26"
"9072","Tolmiea","menziesii","(Pursh) Torrey & A. Gray","","","","Magnoliophyta","Magnoliophyta","Rosopsida","Saxifragales","Saxifragaceae",\N,"9"
"9074","Escallonia","bifida","Link & Otto","","","","Magnoliophyta","Magnoliophyta","Rosopsida","Saxifragales","Grossulariaceae",\N,"5"
"9076","Escallonia","rubra","(Ruiz & Pavón) Pers.","","","","Magnoliophyta","Magnoliophyta","Rosopsida","Saxifragales","Grossulariaceae",\N,"9"
"9077","Escallonia","rubra","(Ruiz & Pavón) Pers.","macrantha","var.","(Hook. and Arn.) Reiche","Magnoliophyta","Magnoliophyta","Rosopsida","Saxifragales","Grossulariaceae",\N,"6"
"9082","Ribes","x virginalis","","","hyb.","","Magnoliophyta","Magnoliophyta","Rosopsida","Saxifragales","Grossulariaceae",\N,"6"
"9084","Ribes","alpinum","L.","","","","Magnoliophyta","Magnoliophyta","Rosopsida","Saxifragales","Grossulariaceae",\N,"9"
"9086","Ribes","aureum","Pursh","","","","Magnoliophyta","Magnoliophyta","Rosopsida","Saxifragales","Grossulariaceae",\N,"9"
"9092","Ribes","divaricatum","Douglas","","","","Magnoliophyta","Magnoliophyta","Rosopsida","Saxifragales","Grossulariaceae",\N,"6"
"9094","Ribes","nigrum","L.","","","","Magnoliophyta","Magnoliophyta","Rosopsida","Saxifragales","Grossulariaceae",\N,"9"
"9099","Ribes","odoratum","H.L. Wendl.","","","","Magnoliophyta","Magnoliophyta","Rosopsida","Saxifragales","Grossulariaceae",\N,"6"
"9110","Ribes","rubrum","L.","","","","Magnoliophyta","Magnoliophyta","Rosopsida","Saxifragales","Grossulariaceae",\N,"6"
"9130","Ribes","sanguineum","Pursh","","","","Magnoliophyta","Magnoliophyta","Rosopsida","Saxifragales","Grossulariaceae",\N,"9"
"9132","Ribes","spicatum","Robson","","","","Magnoliophyta","Magnoliophyta","Rosopsida","Saxifragales","Grossulariaceae",\N,"9"
"9140","Ribes","uva-crispa","L.","","","","Magnoliophyta","Magnoliophyta","Rosopsida","Saxifragales","Grossulariaceae",\N,"9"
"9150","Haloragis","micrantha","(Thunb.) R. Br. ex Siebold & Zucc.","","","","Magnoliophyta","Magnoliophyta","Rosopsida","Saxifragales","Haloragaceae",\N,"6"
"9151","Myriophyllum","aquaticum","","","","","Magnoliophyta","Magnoliophyta","Rosopsida","Saxifragales","Haloragaceae",\N,"17500"
"9161","Myriophyllum","heterophyllum","","","","","Magnoliophyta","Magnoliophyta","Rosopsida","Saxifragales","Haloragaceae",\N,"17500"
"9163","Hamamelis","mollis","Oliver ex Forb. & Hemsl.","","","","Magnoliophyta","Magnoliophyta","Rosopsida","Saxifragales","Hamamelidaceae",\N,"26"
"9164","Liquidambar","styraciflua","L.","","","","Magnoliophyta","Magnoliophyta","Rosopsida","Saxifragales","Hamamelidaceae",\N,"13"
"9166","Paeonia","mascula","(L.) Miller","","","","Magnoliophyta","Magnoliophyta","Rosopsida","Saxifragales","Paeoniaceae",\N,"6"
"9169","Paeonia","officinalis","L.","","","","Magnoliophyta","Magnoliophyta","Rosopsida","Saxifragales","Paeoniaceae",\N,"9"
"9174","Parthenocissus","","Planchon","","agg.","","Magnoliophyta","Magnoliophyta","Rosopsida","Vitales","Vitaceae",\N,"19"
"9176","Parthenocissus","inserta","","","","","Magnoliophyta","Magnoliophyta","Rosopsida","Vitales","Vitaceae",\N,"17500"
"9197","Parthenocissus","quinquefolia","","","","","Magnoliophyta","Magnoliophyta","Rosopsida","Vitales","Vitaceae",\N,"17500"
"9206","Parthenocissus","quinquefolia","(L.) Planchon","pubescens","var.","L.H. Bailey","Magnoliophyta","Magnoliophyta","Rosopsida","Vitales","Vitaceae",\N,"5"
"9211","Parthenocissus","tricuspidata","(Siebold & Zucc.) Planchon","","","","Magnoliophyta","Magnoliophyta","Rosopsida","Vitales","Vitaceae",\N,"19"
"9223","Vitis","aestivalis","Michx.","","","","Magnoliophyta","Magnoliophyta","Rosopsida","Vitales","Vitaceae",\N,"15"
"9225","Vitis","cinerea","(Engelm.) Engelm. ex Millard","helleri","var.","(Bailey) M.O. Moore","Magnoliophyta","Magnoliophyta","Rosopsida","Vitales","Vitaceae",\N,"15"
"9227","Vitis","labrusca","","","","","Magnoliophyta","Magnoliophyta","Rosopsida","Vitales","Vitaceae",\N,"17500"
"9232","Vitis","rotundifolia","Michx.","","","","Magnoliophyta","Magnoliophyta","Rosopsida","Vitales","Vitaceae",\N,"15"
"9233","Vitis","rupestris","Scheele","","","","Magnoliophyta","Magnoliophyta","Rosopsida","Vitales","Vitaceae",\N,"15"
"9234","Vitis","vinifera","","","","","Magnoliophyta","Magnoliophyta","Rosopsida","Vitales","Vitaceae",\N,"17500"
"9240","Vitis","vinifera","L.","vinifera","subsp.","L.","Magnoliophyta","Magnoliophyta","Rosopsida","Vitales","Vitaceae",\N,"6"
"9247","Vitis","vulpina","L.","","","","Magnoliophyta","Magnoliophyta","Rosopsida","Vitales","Vitaceae",\N,"15"
"9254","Staphylea","pinnata","L.","","","","Magnoliophyta","Magnoliophyta","Rosopsida","Crossosmatales","Staphyleaceae",\N,"9"
"9256","Erodium","aethiopicum","(Lam.) Brumh. & Thell.","pilosum","subsp.","(Thuill.) Guitt.","Magnoliophyta","Magnoliophyta","Rosopsida","Geraniales","Geraniaceae",\N,"26"
"9257","Erodium","alnifolium","Guss.","","","","Magnoliophyta","Magnoliophyta","Rosopsida","Geraniales","Geraniaceae",\N,"26"
"9259","Erodium","botrys","(Cav.) Bertol.","","","","Magnoliophyta","Magnoliophyta","Rosopsida","Geraniales","Geraniaceae",\N,"9"
"9265","Erodium","brachycarpum","(Godron) Thell.","","","","Magnoliophyta","Magnoliophyta","Rosopsida","Geraniales","Geraniaceae",\N,"6"
"9269","Erodium","chium","(L.) Willd.","","","","Magnoliophyta","Magnoliophyta","Rosopsida","Geraniales","Geraniaceae",\N,"9"
"9271","Erodium","ciconium","(L.) L´Hér.","","","","Magnoliophyta","Magnoliophyta","Rosopsida","Geraniales","Geraniaceae",\N,"6"
"9275","Erodium","cicutarium","","","","","Magnoliophyta","Magnoliophyta","Rosopsida","Geraniales","Geraniaceae",\N,"17500"
"9283","Erodium","crinitum","Carolin","","","","Magnoliophyta","Magnoliophyta","Rosopsida","Geraniales","Geraniaceae",\N,"6"
"9286","Erodium","cygnorum","Nees","","","","Magnoliophyta","Magnoliophyta","Rosopsida","Geraniales","Geraniaceae",\N,"15"
"9288","Erodium","cygnorum","Nees","cygnorum","subsp.","Nees","Magnoliophyta","Magnoliophyta","Rosopsida","Geraniales","Geraniaceae",\N,"4"
"9292","Erodium","cygnorum","Nees","glandulosum","subsp.","Carolin","Magnoliophyta","Magnoliophyta","Rosopsida","Geraniales","Geraniaceae",\N,"4"
"9296","Erodium","glaucophyllum","(L.) L'Hér.","","","","Magnoliophyta","Magnoliophyta","Rosopsida","Geraniales","Geraniaceae",\N,"26"
"9297","Erodium","gruinum","(L.) L'Hér.","","","","Magnoliophyta","Magnoliophyta","Rosopsida","Geraniales","Geraniaceae",\N,"19"
"9299","Erodium","hoefftianum","C. A. Mey.","hoefftianum","subsp.","C. A. Mey.","Magnoliophyta","Magnoliophyta","Rosopsida","Geraniales","Geraniaceae",\N,"26"
"9300","Erodium","laciniatum","(Cav.) Willd.","","","","Magnoliophyta","Magnoliophyta","Rosopsida","Geraniales","Geraniaceae",\N,"26"
"9307","Erodium","malacoides","(L.) L'Hér.","","","","Magnoliophyta","Magnoliophyta","Rosopsida","Geraniales","Geraniaceae",\N,"19"
"9316","Erodium","manescavii","Cosson","","","","Magnoliophyta","Magnoliophyta","Rosopsida","Geraniales","Geraniaceae",\N,"4"
"9318","Erodium","moschatum","(L.) L'Hér.","","","","Magnoliophyta","Magnoliophyta","Rosopsida","Geraniales","Geraniaceae",\N,"4"
"9326","Erodium","moschatum","(L.) L'Hér.","moschatum","subsp.","(L.) L'HÃƒÂ©r.","Magnoliophyta","Magnoliophyta","Rosopsida","Geraniales","Geraniaceae",\N,"26"
"9327","Erodium","neuradifolium","Delile","","","","Magnoliophyta","Magnoliophyta","Rosopsida","Geraniales","Geraniaceae",\N,"6"
"9331","Erodium","salzmannii","Delile","","","","Magnoliophyta","Magnoliophyta","Rosopsida","Geraniales","Geraniaceae",\N,"26"
"9333","Erodium","stephanianum","Willd.","","","","Magnoliophyta","Magnoliophyta","Rosopsida","Geraniales","Geraniaceae",\N,"6"
"9334","Geranium","x magnificum","N. Hylander","","hyb.","","Magnoliophyta","Magnoliophyta","Rosopsida","Geraniales","Geraniaceae",\N,"4"
"9341","Geranium","x monacense","Harz","","hyb.","","Magnoliophyta","Magnoliophyta","Rosopsida","Geraniales","Geraniaceae",\N,"4"
"9348","Geranium","x oxonianum","Yeo","","hyb.","","Magnoliophyta","Magnoliophyta","Rosopsida","Geraniales","Geraniaceae",\N,"4"
"9353","Geranium","bohemicum","L.","","","","Magnoliophyta","Magnoliophyta","Rosopsida","Geraniales","Geraniaceae",\N,"6"
"9355","Geranium","carolinianum","L.","","","","Magnoliophyta","Magnoliophyta","Rosopsida","Geraniales","Geraniaceae",\N,"6"
"9356","Geranium","carolinianum","L.","carolinianum","var.","L.","Magnoliophyta","Magnoliophyta","Rosopsida","Geraniales","Geraniaceae",\N,"15"
"9359","Geranium","columbinum","","","","","Magnoliophyta","Magnoliophyta","Rosopsida","Geraniales","Geraniaceae",\N,"17500"
"9361","Geranium","dissectum","","","","","Magnoliophyta","Magnoliophyta","Rosopsida","Geraniales","Geraniaceae",\N,"17500"
"9364","Geranium","divaricatum","Ehrh.","","","","Magnoliophyta","Magnoliophyta","Rosopsida","Geraniales","Geraniaceae",\N,"9"
"9365","Geranium","endressii","J. Gay","","","","Magnoliophyta","Magnoliophyta","Rosopsida","Geraniales","Geraniaceae",\N,"4"
"9368","Geranium","himalayense","Klotzsch","","","","Magnoliophyta","Magnoliophyta","Rosopsida","Geraniales","Geraniaceae",\N,"4"
"9370","Geranium","ibericum","Cav.","","","","Magnoliophyta","Magnoliophyta","Rosopsida","Geraniales","Geraniaceae",\N,"9"
"9372","Geranium","lucidum","L.","","","","Magnoliophyta","Magnoliophyta","Rosopsida","Geraniales","Geraniaceae",\N,"26"
"9373","Geranium","macrorrhizum","","","","","Magnoliophyta","Magnoliophyta","Rosopsida","Geraniales","Geraniaceae",\N,"17500"
"9377","Geranium","maderense","Yeo","","","","Magnoliophyta","Magnoliophyta","Rosopsida","Geraniales","Geraniaceae",\N,"6"
"9379","Geranium","molle","","","","","Magnoliophyta","Magnoliophyta","Rosopsida","Geraniales","Geraniaceae",\N,"17500"
"9382","Geranium","molle","L.","brutium","subsp.","(Gasparr.) Graebner ex Ascherson & Graebner","Magnoliophyta","Magnoliophyta","Rosopsida","Geraniales","Geraniaceae",\N,"26"
"9386","Geranium","nepalense","Sweet.","","","","Magnoliophyta","Magnoliophyta","Rosopsida","Geraniales","Geraniaceae",\N,"6"
"9387","Geranium","nodosum","L.","","","","Magnoliophyta","Magnoliophyta","Rosopsida","Geraniales","Geraniaceae",\N,"9"
"9389","Geranium","phaeum","L.","","","","Magnoliophyta","Magnoliophyta","Rosopsida","Geraniales","Geraniaceae",\N,"9"
"9392","Geranium","platypetalum","Fischer & C. Meyer","","","","Magnoliophyta","Magnoliophyta","Rosopsida","Geraniales","Geraniaceae",\N,"6"
"9395","Geranium","pratense","L.","","","","Magnoliophyta","Magnoliophyta","Rosopsida","Geraniales","Geraniaceae",\N,"9"
"9397","Geranium","psilostemon","Lebed.","","","","Magnoliophyta","Magnoliophyta","Rosopsida","Geraniales","Geraniaceae",\N,"6"
"9399","Geranium","purpureum","Vill.","","","","Magnoliophyta","Magnoliophyta","Rosopsida","Geraniales","Geraniaceae",\N,"9"
"9401","Geranium","pusillum","","","","","Magnoliophyta","Magnoliophyta","Rosopsida","Geraniales","Geraniaceae",\N,"17500"
