id_sp_region,idspecies,sourceid,region
"117030","54468","1","Northern America"
"117031","15776","1","Western Asia"
"117034","15819","1","Southwestern Europe"
"117035","10229","1","Southeastern Europe"
"117036","10235","1","Southwestern Europe"
"117037","10138","1","Southwestern Europe"
"117038","10154","1","Southern America"
"117039","10247","1","Southwestern Europe"
"117040","54476","1","Middle Europe"
"117041","54477","1","Southeastern Europe"
"117043","54479","1","Middle Europe"
"117045","19471","1","Southwestern Europe"
"117047","54483","1","Southwestern Europe"
"117049","9359","1","Western Asia"
"117051","9373","1","Middle Europe"
"117052","9413","1","Southwestern Europe"
"117053","3962","1","Northern America"
"117055","11327","1",
"117057","23097","1","Northern America"
"117059","5978","1","Southwestern Europe"
"117060","5985","1","Southwestern Europe"
"117061","15949","1","Asia-Tropical"
"117065","4005","1","Southwestern Europe"
"117066","4044","1","Southwestern Europe"
"117067","20393","1","Southwestern Europe"
"117068","18425","1","Southwestern Europe"
"117069","6969","1","Southwestern Europe"
"117073","17994","1",
"117074","13875","1","Southwestern Europe"
"117077","18516","1","Southwestern Europe"
"117081","54507","1","Caucasus"
"117082","19805","1","Middle Europe"
"117084","19834","1","Southwestern Europe"
"117085","19874","1","Southwestern Europe"
"117086","19541","1",
"117088","4160","1","Southwestern Europe"
"117089","24146","1","Southwestern Europe"
"117092","13598","1","Northern Europe"
"117093","54517","1","Southwestern Europe"
"117094","54518","1","Southwestern Europe"
"117095","16848","1","Eastern Asia"
"117098","16863","1","Southwestern Europe"
"117099","11604","1","Southwestern Europe"
"117100","11739","1",
"117101","54524","1","Western Asia"
"117102","18602","1",
"117103","54526","1","Western Asia"
"117104","18733","1","Southwestern Europe"
"117106","16568","1","Western Asia"
"117107","54529","1","Southwestern Europe"
"117111","3976","1","Southwestern Europe"
"117113","2021","1","Southeastern Europe"
"117117","18813","1","Caucasus"
"117118","18084","1","Southeastern Europe"
"117119","54536","1","Southwestern Europe"
"117120","9850","1","Northern America"
"117122","54539","1","Middle Europe"
"117124","9998","1","Northern Europe"
"117126","54542","1","Middle Europe"
"117127","54543","1","Northern America"
"117128","19503","1","Southwestern Europe"
"117129","18096","1","Southwestern Europe"
"117130","18097","1","Southwestern Europe"
"117131","54547","1","Western Asia"
"117133","54548","1","Southwestern Europe"
"117134","21222","1","Southwestern Europe"
"117135","11850","1","Southwestern Europe"
"117136","54551","1","Western Asia"
"117138","19345","1","Western Asia"
"117140","19354","1","Arabian Peninsula"
"117144","19396","1",
"117145","19387","1","Western Asia"
"117147","19320","1","Northern America"
"117148","54558","1","Northern America"
"117149","4343","1","Eastern Asia"
"117150","10084","1","Southwestern Europe"
"117154","23398","1","Siberia"
"117156","4428","1","Southwestern Europe"
"117157","18860","1","Southwestern Europe"
"117159","23400","1","Western Asia"
"117161","11895","1","Caucasus"
"117162","19580","1","Northern America"
"117163","4509","1","Southwestern Europe"
"117167","54571","1","Western Asia"
"117170","13666","1","Arabian Peninsula"
"117172","19516","1","Southern America"
"117173","13784","1","Caucasus"
"117174","13871","1","Asia-Tropical"
"117177","11916","1","Eastern Asia"
"117178","23861","1","Southeastern Europe"
"117179","23869","1",
"117180","23846","1","Southwestern Europe"
"117185","23524","1","Western Asia"
"117186","14619","1","Southwestern Europe"
"117187","54585","1","Arabian Peninsula"
"117189","17642","1","Western Asia"
"117191","14206","1","Northern Europe"
"117193","54588","1","Middle Asia"
"117194","54589","1","Asia-Temperate"
"117195","8568","1","Southwestern Europe"
"117196","18978","1","Southwestern Europe"
"117197","23546","1","Southwestern Europe"
"117198","18988","1","Southwestern Europe"
"117200","23576","1","Southeastern Europe"
"117202","8952","1","Middle Europe"
"117204","23608","1","Southwestern Europe"
"117205","23737","1","West Tropical Africa"
"117215","54601","1","Western Asia"
"117216","16440","1","Southwestern Europe"
"117217","16484","1","Western Asia"
"117218","21351","1","Southwestern Europe"
"117220","20797","1","Southwestern Europe"
"117221","23772","1","Northern America"
"117222","23793","1","Northern America"
"117223","12005","1","Southwestern Europe"
"117224","19028","1","Western Asia"
"117225","16145","1","Southwestern Europe"
"117226","18177","1","Caucasus"
"117227","18187","1","Caucasus"
"117228","12015","1","Southwestern Europe"
"117229","16523","1","Southeastern Europe"
"117231","16568","1","Southwestern Europe"
"117232","21359","1","Southwestern Europe"
"117233","21361","1","Southwestern Europe"
"117234","54619","1","Western Asia"
"117235","16185","1","Western Asia"
"117237","23959","1","Southwestern Europe"
"117238","54622","1","Asia-Temperate"
"117240","54624","1","Southwestern Europe"
"117241","54625","1","Southwestern Europe"
"117242","54626","1","Western Asia"
"117244","19185","1","Western Asia"
"117246","19942","1","Southwestern Europe"
"117247","19954","1","Western Asia"
"117251","24262","1","Southwestern Europe"
"117252","12327","1","Western Asia"
"117253","17733","1","Southwestern Europe"
"116200","23170","2","Northern America"
"116210","22867","2","Southern America"
"116220","53787","2","Northern America"
"116236","16040","2","Northern America"
"116238","8679","2","Northern America"
"116243","22510","2","Northern America"
"116244","5794","2","Mediterranean Region"
"116247","5640","2",
"116261","8137","2","Eastern Asia"
"116266","17367","2","Asia-Tropical"
"116272","22900","2","Southern America"
"116274","3332","2","Northern America"
"116276","21125","2","Caucasus"
"116302","6656","2","Middle Asia"
"116302","6656","2","Mediterranean Region"
"116303","14525","2","Mediterranean Region"
"116304","8389","2",
"116305","7633","2",
"116306","53858","2",
"116307","16660","2",
"116308","53860","2","Asia-Tropical"
"116315","5851","2","Northern Europe"
"116315","5851","2","Middle Europe"
"116315","5851","2","Southwestern Europe"
"116316","13776","2","Eastern Asia"
"116317","2898","2","Northern Europe"
"116317","2898","2","Middle Europe"
"116317","2898","2","Southwestern Europe"
"116318","22252","2","Northern America"
"116321","22201","2","Northern America"
"116322","11122","2","Middle Asia"
"116322","11122","2","Mediterranean Region"
"116323","6229","2",
"116324","6259","2",
"116327","22396","2",
"116328","6111","2",
"116330","15360","2","Mediterranean Region"
"116332","3208","2","Mediterranean Region"
"116339","20995","2",
"116340","6623","2","Northern America"
"116344","21746","2","Middle Asia"
"116344","21746","2","Mediterranean Region"
"116346","5879","2",
"116347","21914","2","Northern America"
"116349","14753","2","Northern America"
"116356","8018","2","Eastern Asia"
"116357","21111","2","Mediterranean Region"
"116358","13488","2",
"116360","5618","2","Mediterranean Region"
"116361","12634","2","Northern America"
"116363","15917","2",
"116364","4009","2",
"116370","15988","2","Mediterranean Region"
"116371","1756","2","Mediterranean Region"
"116375","23182","2",
"116376","11449","2","Mediterranean Region"
"116378","11486","2","Mediterranean Region"
"116379","16067","2",
"116382","21187","2","Middle Asia"
"116382","21187","2","Mediterranean Region"
"116386","7519","2","Asia-Temperate"
"116388","13569","2",
"116389","13570","2",
"116394","16218","2","Mediterranean Region"
"116397","11653","2",
"116400","18583","2",
"116401","18723","2",
"116403","18649","2",
"116405","20462","2","Central America"
"116406","5995","2","Mediterranean Region"
"116407","6004","2","Middle Asia"
"116407","6004","2","Mediterranean Region"
"116409","9977","2","Northern America"
"116412","53951","2",
"116414","5721","2","Mediterranean Sea, Eastern Basin"
"116415","21238","2","Middle Asia"
"116415","21238","2","Mediterranean Region"
"116416","21244","2","Middle Asia"
"116416","21244","2","Mediterranean Region"
"116417","7563","2","Mediterranean Region"
"116419","20493","2",
"116420","19320","2","Northern America"
"116422","11883","2","Southern America"
"116424","11892","2",
"116428","14154","2","Eastern Asia"
"116433","7607","2","Mediterranean Region"
"116434","4659","2","Eastern Asia"
"116435","19007","2","Mediterranean Region"
"116436","7759","2","Mediterranean Region"
"116444","1895","2","Northern America"
"116447","20695","2","Mediterranean Region"
"116450","14305","2",
"116451","4819","2","Asia-Tropical"
"116452","7806","2","Mediterranean Region"
"116455","14449","2",
"116458","23834","2","Central America"
"116459","23841","2","Central America"
"116460","12210","2","Mediterranean Region"
"116461","4970","2",
"116462","4986","2",
"116465","12335","2",
"116466","12422","2",
"116468","10974","2","Northern America"
"116469","5064","2","Central America"
"116470","21595","2","Ponto-Caspian"
"116473","17882","2","Middle Asia"
"116473","17882","2","Mediterranean Region"
"116477","54005","2","Mediterranean Region"
"116481","17947","2","Mediterranean Region"
"116484","15271","2",
"116490","23161","2",
"116495","24177","2",
"116505","7681","2","Northern Europe"
"116505","7681","2","Middle Europe"
"116505","7681","2","Southwestern Europe"
"116510","12098","2","Mediterranean Sea, Eastern Basin"
"116511","12145","2","Northern Europe"
"116511","12145","2","Middle Europe"
"116511","12145","2","Southwestern Europe"
"116512","19958","2","Mediterranean Region"
"116513","24253","2","Mediterranean Region"
"116514","17109","2","Northern Europe"
"116514","17109","2","Middle Europe"
"116514","17109","2","Southwestern Europe"
"116515","17113","2","Northern America"
"116516","21657","2","Central America"
"116517","13053","2","Mediterranean Region"
"116520","20892","2","Mediterranean Region"
"116521","6307","2","Mediterranean Region"
"116523","54044","2","Ponto-Caspian"
"116524","11134","2",
"116525","11140","2",
"116526","13890","2","Mediterranean Sea, Eastern Basin"
"116530","54049","2",
"116532","13263","2",
"116534","3395","2","Middle Asia"
"116534","3395","2","Mediterranean Region"
"116535","7434","2","Mediterranean Region"
"116536","54055","2","Mediterranean Sea, Eastern Basin"
"116537","9681","2","Northern America"
"116538","255","2",
"116540","19475","2","Northern America"
"116541","54060","2","Northern Europe"
"116541","54060","2","Middle Europe"
"116541","54060","2","Southwestern Europe"
"116542","7489","2",
"116543","2183","2","Eastern Asia"
"116544","2192","2","Eastern Asia"
"116547","23192","2",
"116548","6125","2","Northern America"
"116549","54068","2","Mediterranean Sea, Eastern Basin"
"116550","10064","2","Northern America"
"116551","13913","2","Northern America"
"116552","9176","2","Northern America"
"116553","9197","2","Northern America"
"116554","22525","2","Northern America"
"116555","17411","2","Northern America"
"116556","17413","2","Northern America"
"116557","13631","2","Northern America"
"116558","54077","2","Middle Asia"
"116558","54077","2","Mediterranean Region"
"116559","14267","2","Middle Asia"
"116559","14267","2","Mediterranean Region"
"116560","17024","2","Northern America"
"116563","14881","2","Northern America"
"116564","54082","2",
"116565","8595","2","Middle Asia"
"116565","8595","2","Mediterranean Region"
"116566","54084","2",
"116567","8877","2",
"116569","7692","2","Mediterranean Sea, Western Basin"
"116570","23783","2","Northern America"
"116571","7831","2","Northern Europe"
"116571","7831","2","Middle Europe"
"116571","7831","2","Southwestern Europe"
"116572","24214","2","Northern America"
"116573","2726","2","Middle Asia"
"116573","2726","2","Mediterranean Region"
"116574","21634","2",
"116575","2772","2",
"116576","16970","2","Eastern Asia"
"116579","6893","2","Central America"
"116580","6937","2","Northern America"
"116581","7025","2","Northern America"
"116582","54099","2","Central America"
"116584","7060","2","Southern America"
"116585","7075","2","Northern America"
"116587","54104","2",
"116588","13094","2","Northern America"
"116589","22134","2","Eastern Asia"
"116593","54109","2","Eastern Asia"
"116594","54110","2","Middle Asia"
"116599","54113","2","Eastern Asia"
"116600","3019","2","Northern America"
"116601","6106","2","Eastern Asia"
"116602","22412","2","Northern America"
"116604","20133","2","Northern America"
"116605","21479","2",
"116606","15591","2",
"116607","14571","2","Eastern Asia"
"116609","6201","2","Middle Asia"
"116609","6201","2","Mediterranean Region"
"116610","3101","2","Northern America"
"116611","3111","2","Southern America"
"116612","6438","2","Northern America"
"116613","6485","2","Middle Asia"
"116613","6485","2","Mediterranean Region"
"116617","54129","2","Northern America"
"116618","6553","2","Northern America"
"116619","6496","2","Northern America"
"116620","6590","2",
"116621","6378","2",
"116623","54135","2",
"116624","5858","2",
"116625","5876","2",
"116626","5909","2","Mediterranean Region"
"116627","54139","2","Mediterranean Region"
"116628","21974","2","Northern America"
"116629","6865","2","Eastern Asia"
"116630","7024","2",
"116631","21999","2","Central America"
"116632","3461","2","Mediterranean Region"
"116633","3512","2","Asia-Tropical"
"116634","3537","2","Eastern Asia"
"116635","3544","2","Asia-Tropical"
"116636","54148","2","Northern America"
"116638","3559","2","Asia-Tropical"
"116639","54151","2","Northern America"
"116640","3609","2","Africa"
"116640","3609","2","Asia-Tropical"
"116641","3677","2","Eastern Asia"
"116642","54154","2","Northern America"
"116643","3707","2","Mediterranean Region"
"116644","54156","2","Asia-Tropical"
"116645","3799","2","Northern America"
"116646","3840","2",
"116649","10263","2","Northern America"
"116650","10305","2","Northern America"
"116651","54162","2","Eastern Asia"
"116652","54163","2","Middle Asia"
"116654","23060","2","Northern America"
"116655","22996","2","Northern America"
"116656","16675","2",
"116657","15954","2","Mediterranean Sea, Eastern Basin"
"116659","20254","2","Central America"
"116660","54171","2","Eastern Asia"
"116661","14978","2","Eastern Asia"
"116663","19500","2",
"116664","54175","2","Mediterranean Region"
"116665","4154","2",
"116666","11589","2","Northern America"
"116668","54179","2","Mediterranean Sea, Eastern Basin"
"116669","9965","2","Northern America"
"116671","4259","2","Northern America"
"116672","54183","2",
"116673","8306","2","Asia-Tropical"
"116674","20521","2","Mediterranean Region"
"116676","54187","2","Northern America"
"116677","10540","2","Northern America"
"116678","10529","2","Middle Asia"
"116678","10529","2","Mediterranean Region"
"116679","10559","2","Middle Asia"
"116679","10559","2","Mediterranean Region"
"116680","7968","2",
"116681","13697","2","Asia-Temperate"
"116682","13751","2","Asia-Temperate"
"116683","54194","2","Eastern Asia"
"116684","4566","2","Middle Asia"
"116685","4575","2","Northern America"
"116686","54197","2",
"116687","54198","2","Middle Asia"
"116687","54198","2","Mediterranean Region"
"116688","14877","2","Northern America"
"116691","8170","2","Eastern Asia"
"116692","8587","2","Northern America"
"116693","6817","2","Middle Asia"
"116693","6817","2","Mediterranean Region"
"116695","4639","2","Africa"
"116695","4639","2","Asia-Tropical"
"116696","4647","2","Eastern Asia"
"116697","4717","2","Eastern Asia"
"116698","16886","2","Asia-Tropical"
"116699","23748","2","Northern America"
"116701","20623","2","Northern America"
"116702","4778","2","Asia-Tropical"
"116704","4805","2","Mediterranean Region"
"116706","14461","2","Northern America"
"116707","14490","2",
"116708","16962","2","Northern America"
"116709","5452","2","Northern America"
"116710","12156","2","Middle Asia"
"116710","12156","2","Mediterranean Region"
"116712","14606","2","Eastern Asia"
"116713","54223","2",
"116716","9227","2",
"116717","9234","2",
"116719","608","2","Asia-Tropical"
"116721","2772","2",
"116722","7338","2",
"116741","6268","2",
"116751","3185","2","Southwestern Europe"
"116751","3185","2","Southeastern Europe"
"116754","18017","2","Middle Asia"
"116754","18017","2","Mediterranean Region"
"116777","6571","2","Mediterranean Region"
"116778","6585","2",
"116785","21030","2","Middle Asia"
"116785","21030","2","Mediterranean Region"
"116799","9275","2","Middle Asia"
"116799","9275","2","Mediterranean Region"
"116800","15790","2","Mediterranean Region"
"116810","5532","2","Mediterranean Region"
"116835","10404","2","Asia-Temperate"
"116842","54321","2","Ponto-Caspian"
"116844","16820","2",
"116871","7611","2","Mediterranean Sea, Western Basin"
"116878","4694","2","Asia-Tropical"
"116879","4747","2","Mediterranean Region"
"116880","4762","2","Middle Asia"
"116880","4762","2","Mediterranean Region"
"116893","7810","2",
"116898","23981","2","Mediterranean Sea, Eastern Basin"
"116899","14562","2","Mediterranean Region"
"116900","7877","2","Asia-Tropical"
"116920","10803","2",
"116957","54410","2",
"116969","14825","2",
"116980","6412","2",
"116992","5859","2",
"117044","12893","2",
"117046","5544","2",
"117054","7474","2",
"117058","54492","2",
"117076","583","2",
"117112","12920","2",
"117123","54540","2",
"117158","8642","2",
"117176","235","2",
"117184","14858","2",
"117239","14559","2",
"116293","53625","3","Northern America"
"116886","16389","3","Southwestern Europe"
"116962","14665","3","Middle Asia"
"116974","22837","3","Western Asia"
"117121","54538","3","Northern America"
"115434","50146","27","Ireland"
"115435","50147","27","Northern Europe"
"115437","50176","27","Middle Europe"
"115437","50176","27","Southeastern Europe"
"115437","50176","27",
"115478","50145","27","Northeastern U.S.A."
"115478","50145","27","Southeastern U.S.A."
"115480","50180","27","France"
"115481","50513","27","Northeastern U.S.A."
"115481","50513","27","Southeastern U.S.A."
"115482","50515","27","Southwestern Europe"
"115482","50515","27","Southeastern Europe"
"115482","50515","27","Northeastern U.S.A."
"115482","50515","27","Southeastern U.S.A."
"115484","50517","27","Japan"
"115485","53354","27","Brazil"
"115486","53375","27",
"115487","50521","27","Japan"
"115493","53273","27","Cape Provinces"
"115494","50514","27","France"
"115494","50514","27","Portugal"
"115495","53338","27","Japan"
"115496","50527","27",
"115497","50528","27","Japan"
"115498","50127","27",
"115502","50533","27","New Zealand"
"115504","50172","27","Australia"
"115504","50172","27","New Zealand"
"115505","50535","27","Northeastern U.S.A."
"115505","50535","27","Southeastern U.S.A."
"115513","50542","27",
"115514","50543","27",
"115518","50156","27","Portugal"
"115519","50159","27","Northern America"
"115520","53540","27","Northern Europe"
"115521","50218","27","New York"
"115522","50223","27","Northern America"
"115523","50550","27","Europe"
"115523","50550","27","Northern America"
"115524","50551","27","Northern America"
"115527","53542","27","New Zealand"
"115528","50556","27","Northeastern U.S.A."
"115528","50556","27","Southeastern U.S.A."
"115582","50132","27","New Zealand"
"115583","53287","27",
"115585","50231","27","Northern Africa"
"115585","50231","27","East Tropical Africa"
"115585","50231","27","Arabian Peninsula"
"115585","50231","27","Algeria"
"115587","53438","27","Africa"
"115587","53438","27","East Tropical Africa"
"115589","53498","27",
"115590","53499","27",
"115591","50148","27","France"
"115592","50263","27","France"
"115593","50485","27","North-Central U.S.A."
"115593","50485","27","Northeastern U.S.A."
"115593","50485","27","Southeastern U.S.A."
"115593","50485","27","California"
"115595","50120","27","Southwestern Europe"
"115595","50120","27","Southeastern Europe"
"115596","50121","27","Australia"
"115597","50124","27","Northern Europe"
"115598","50487","27","Japan"
"115600","53331","27","New Zealand"
"115600","53331","27","Japan"
"115601","50493","27",
"115602","50495","27","California"
"115603","50497","27","Japan"
"115604","50501","27","France"
"115606","50271","27","Korea"
"115607","50146","27","Ireland"
"115608","50147","27","Northern Europe"
"115610","50176","27","Middle Europe"
"115610","50176","27","Southeastern Europe"
"115610","50176","27",
"115651","50145","27","Northeastern U.S.A."
"115651","50145","27","Southeastern U.S.A."
"115653","50180","27","France"
"115654","50513","27","Northeastern U.S.A."
"115654","50513","27","Southeastern U.S.A."
"115655","50515","27","Southwestern Europe"
"115655","50515","27","Southeastern Europe"
"115655","50515","27","Northeastern U.S.A."
"115655","50515","27","Southeastern U.S.A."
"115657","50517","27","Japan"
"115658","53354","27","Brazil"
"115659","53375","27",
"115660","50521","27","Japan"
"115664","53273","27","Cape Provinces"
"115665","50514","27","France"
"115665","50514","27","Portugal"
"115666","53338","27","Japan"
"115667","50527","27",
"115668","50528","27","Japan"
"115669","50127","27",
"115673","50533","27","New Zealand"
"115675","50172","27","Australia"
"115675","50172","27","New Zealand"
"115676","50535","27","Northeastern U.S.A."
"115676","50535","27","Southeastern U.S.A."
"115682","50543","27",
"115686","50156","27","Portugal"
"115687","50159","27","Northern America"
"115688","53540","27","Northern Europe"
"115689","50218","27","New York"
"115690","50223","27","Northern America"
"115691","50551","27","Northern America"
"115694","50556","27","Northeastern U.S.A."
"115694","50556","27","Southeastern U.S.A."
"115745","50132","27","New Zealand"
"115746","53287","27",
"115748","50231","27","Northern Africa"
"115748","50231","27","East Tropical Africa"
"115748","50231","27","Arabian Peninsula"
"115748","50231","27","Algeria"
"115750","53438","27","Africa"
"115750","53438","27","East Tropical Africa"
"115752","53498","27",
"115753","53499","27",
"115754","50148","27","France"
"115755","50263","27","France"
"115756","50485","27","North-Central U.S.A."
"115756","50485","27","Northeastern U.S.A."
"115756","50485","27","Southeastern U.S.A."
"115756","50485","27","California"
"115758","50120","27","Southwestern Europe"
"115758","50120","27","Southeastern Europe"
"115759","50121","27","Australia"
"115760","50124","27","Northern Europe"
"115761","50487","27","Japan"
"115763","53331","27","New Zealand"
"115763","53331","27","Japan"
"115764","50493","27",
"115765","50495","27","California"
"115766","50497","27","Japan"
"115767","50501","27","France"
"115769","50271","27","Korea"
"115868","50146","27","United Kingdom"
"115889","50542","27",
"115890","50156","27","England"
"115892","50550","27","Europe"
"115892","50550","27","Northern America"
"115893","53542","27","New Zealand"
"7301","22320","73","Southwestern Europe"
"7311","22424","73","Middle Europe"
"7296","21692","165","Northern America"
"21697","8607","191","Northern Europe"
"21769","4595","191","Egypt"
"12988","2924","230","Europe"
"13276","12475","230","Africa"
"13243","10386","231",
"7383","3326","278","Southeastern Europe"
"16822","14766","349","Germany"
"16822","14766","349","Ukraine"
"16872","17774","349","Germany"
"13271","23836","369","Europe"
"12980","20926","370","Southern America"
"13156","12920","376",
"13400","22867","381","Europe"
"1052044","50601","1433",
"1052122","50611","1593","Hungary"
"1052268","901592","1593","Germany"
"1052060","901552","1695",
"1052113","50610","1695",
"1052023","50599","1917",
"1052036","50601","1934",
"1052211","50620","1934",
"1051984","50590","1941","Italy"
"1052072","50604","1956",
"1052328","50607","1959",
"1052499","50635","1995",
"1052244","50646","2008",
"1051808","50574","2115",
"1052213","50621","2123",
"1052403","50626","2124",
"1052441","50633","2125",
"1051781","50570","2311","United Kingdom"
"1051786","50573","2313",
"1051814","50575","2314",
"1052297","50577","2315",
"1051833","50578","2316","France"
"1051834","50578","2316","Italy"
"1051836","50579","2317",
"1051843","50580","2318",
"1051859","50582","2319",
"1051885","50584","2320",
"1051919","50586","2321",
"1051968","50588","2322",
"1052016","50597","2324",
"1052030","50600","2325",
"1052124","50611","2328",
"1052165","50615","2330","England"
"1052177","50616","2331",
"1052088","901566","2332",
"1052392","50625","2334","Spain"
"1052415","50627","2335","Spain"
"1052421","50628","2336",
"1052454","50634","2337",
"1052226","50644","2344",
"1051909","50585","3721",
"1052074","50604","3721",
"1052166","50615","3721",
"1052240","50644","3721","Northwestern U.S.A."
"1039436","52901","7157","Northern America"
"1039056","52850","7169","Southwestern Europe"
"1039321","52892","7261","Northern America"
"1038946","52830","7263","Northern America"
"1038964","52833","7263","Asia-Temperate"
"1039186","52881","7263","Southern America"
"1039218","52883","7263","Asia-Temperate"
"1039249","52886","7263","Northern America"
"1039261","52887","7263","Northern America"
"1039304","52892","7263","Northern America"
"1039331","52894","7263","Asia-Temperate"
"1039453","52906","7263","Asia-Temperate"
"1039463","52907","7263","Northern America"
"1039520","900998","7263","Northern America"
"1039597","901001","7263","Asia-Temperate"
"1039217","52883","7278","Southeastern Europe"
"1039600","901001","7405","Slovakia"
"1039259","52887","7429","Southeastern Europe"
"1038927","52822","7444","Europe"
"1038976","52833","7444","Europe"
"1039100","52866","7444","Europe"
"1039183","52879","7444","Europe"
"1039202","52881","7444","Southern America"
"1039229","52883","7444","Europe"
"1039253","52886","7444","Northern America"
"1039260","52887","7444","Europe"
"1039291","52887","7444","Europe"
"1039314","52892","7444","Northern America"
"1039327","52893","7444","Europe"
"1039539","900998","7444","Western Canada"
"1039542","900998","7444","Northern America"
"1038989","52841","7456","Germany"
"1039306","52892","7456","Northern America"
"1039235","52883","7525","Europe"
"1039277","52887","7525","Europe"
"1000692","105367","10000","New Zealand"
"1000705","105391","10000","Portugal"
"1000705","105391","10000","Spain"
"1030613","50527","10000","North West Atlantic Ocean"
"1030614","53194","10000","Siberia"
"1030615","100013","10000","Ponto-Caspian"
"1030616","53196","10000","Ponto-Caspian"
"1030617","50118","10000","North East Pacific Ocean (Asia Far East)"
"1030618","50128","10000","North West Atlantic Ocean"
"1030619","100155","10000","North East Pacific Ocean (Asia Far East)"
"1030619","100155","10000","Ponto-Caspian"
"1030620","53258","10000","Ponto-Caspian"
"1030621","53261","10000","North East Atlantic Ocean"
"1030622","50150","10000","Ponto-Caspian"
"1030623","50291","10000","Ponto-Caspian"
"1030624","50162","10000","Asia-Temperate"
"1030624","50162","10000","Asia-Tropical"
"1030624","50162","10000","North East Pacific Ocean (Asia Far East)"
"1030625","50169","10000","Ponto-Caspian"
"1030626","1052","10000","Northern America"
"1030627","50176","10000","North Pacific Ocean"
"1030628","100384","10000","Asia-Temperate"
"1030628","100384","10000","Baikal lake"
"1030629","100446","10000","Ponto-Caspian"
"1030630","50293","10000","Asia-Temperate"
"1030630","50293","10000","Asia-Tropical"
"1030631","100479","10000","Ponto-Caspian"
"1030632","53374","10000","Ponto-Caspian"
"1030633","53375","10000","North West Atlantic Ocean"
"1030634","50223","10000","North West Atlantic Ocean"
"1030635","50303","10000","Ponto-Caspian"
"1030636","50233","10000","China Southeast"
"1030636","50233","10000","South China and Eastern archipelagic seas"
"1030638","53689","10000","Ponto-Caspian"
"1030639","53448","10000","New Zealand"
"1030640","100784","10000","Ponto-Caspian"
"1030641","100787","10000","Ponto-Caspian"
"1030642","50256","10000","Ponto-Caspian"
"1030643","50498","10000","Atlantic Ocean"
"1030644","53457","10000","Ponto-Caspian"
"1030645","100850","10000","North West Atlantic Ocean"
"1030646","100967","10000","Ponto-Caspian"
"1030647","50527","10000","North West Atlantic Ocean"
"1030648","53194","10000","Siberia"
"1030649","100013","10000","Ponto-Caspian"
"1030650","53196","10000","Ponto-Caspian"
"1030651","608","10000","North East Pacific Ocean (Asia Far East)"
"1030652","50293","10000","North East Pacific Ocean (Asia Far East)"
"1030653","50128","10000","North West Atlantic Ocean"
"1030654","100155","10000","Ponto-Caspian"
"1030655","53258","10000","Ponto-Caspian"
"1030656","50150","10000","Ponto-Caspian"
"1030657","100243","10000","Asia-Temperate"
"1030657","100243","10000","Baikal lake"
"1030658","100244","10000","Siberia"
"1030659","53284","10000","Siberia"
"1030660","53285","10000","Siberia"
"1030660","53285","10000","North East Pacific Ocean (Asia Far East)"
"1030661","50291","10000","Ponto-Caspian"
"1030662","53289","10000","China Southeast"
"1030662","53289","10000","South China and Eastern archipelagic seas"
"1030663","50296","10000","Asia-Temperate"
"1030663","50296","10000","Asia-Tropical"
"1030664","50162","10000","Asia-Temperate"
"1030664","50162","10000","Asia-Tropical"
"1030664","50162","10000","North East Pacific Ocean (Asia Far East)"
"1030665","50169","10000","Ponto-Caspian"
"1030666","1052","10000","Northern America"
"1030667","50176","10000","North Pacific Ocean"
"1030668","100361","10000","Southwestern Europe"
"1030668","100361","10000","Southeastern Europe"
"1030669","100446","10000","Ponto-Caspian"
"1030670","50298","10000","Asia-Temperate"
"1030670","50298","10000","Asia-Tropical"
"1030671","53375","10000","North West Atlantic Ocean"
"1030672","100559","10000","Asia-Temperate"
"1030672","100559","10000","Asia-Tropical"
"1030673","100575","10000","Asia-Temperate"
"1030673","100575","10000","Asia-Tropical"
"1030674","53391","10000","North West Atlantic Ocean"
"1030675","50223","10000","North West Atlantic Ocean"
"1030676","50301","10000","Asia-Temperate"
"1030676","50301","10000","Asia-Tropical"
"1030677","50232","10000","China Southeast"
"1030677","50232","10000","South China and Eastern archipelagic seas"
"1030678","53405","10000","China Southeast"
"1030678","53405","10000","South China and Eastern archipelagic seas"
"1030679","50565","10000","China Southeast"
"1030679","50565","10000","South China and Eastern archipelagic seas"
"1030680","50233","10000","China Southeast"
"1030680","50233","10000","South China and Eastern archipelagic seas"
"1030682","50292","10000","Northern America"
"1030683","53415","10000","Northern America"
"1030684","100707","10000","Asia-Temperate"
"1030684","100707","10000","Asia-Tropical"
"1030685","53448","10000","New Zealand"
"1030686","50498","10000","Atlantic Ocean"
"1030687","53468","10000","Subarctic America"
"1030687","53468","10000","Western Arctic Ocean"
"1030688","53469","10000","North West Atlantic Ocean"
"1030689","100911","10000","China Southeast"
"1030689","100911","10000","South China and Eastern archipelagic seas"
"1030690","5067","10000","Northern America"
"1030691","5068","10000","North East Pacific Ocean (Asia Far East)"
"1030692","50527","10000","North West Atlantic Ocean"
"1030693","53196","10000","Ponto-Caspian"
"1030694","608","10000","North East Pacific Ocean (Asia Far East)"
"1030695","50118","10000","North East Pacific Ocean (Asia Far East)"
"1030696","50293","10000","North East Pacific Ocean (Asia Far East)"
"1030697","50128","10000","North West Atlantic Ocean"
"1030698","100155","10000","Ponto-Caspian"
"1030699","100161","10000","Northern America"
"1030700","53258","10000","Ponto-Caspian"
"1030701","53701","10000","Ponto-Caspian"
